Ground Truth ToA: 58.693233489990234, Coarse ToA: 56.93443298339844, Fine ToA: 74.03768157958984
Ground Truth ToA: 55.85007095336914, Coarse ToA: 54.017372131347656, Fine ToA: 54.17440414428711
Ground Truth ToA: 148.5592498779297, Coarse ToA: 146.34814453125, Fine ToA: 130.8778076171875
Ground Truth ToA: 65.39347076416016, Coarse ToA: 68.86366271972656, Fine ToA: 68.76146697998047
Ground Truth ToA: 147.84652709960938, Coarse ToA: 146.22132873535156, Fine ToA: 146.63064575195312
Ground Truth ToA: 115.00859069824219, Coarse ToA: 111.2695541381836, Fine ToA: 112.19825744628906
Ground Truth ToA: 65.59934997558594, Coarse ToA: 61.73275375366211, Fine ToA: 56.592796325683594
Ground Truth ToA: 120.00202941894531, Coarse ToA: 119.36474609375, Fine ToA: 119.98975372314453
Ground Truth ToA: 62.2807502746582, Coarse ToA: 60.17640686035156, Fine ToA: 60.00926971435547
Ground Truth ToA: 146.04823303222656, Coarse ToA: 145.4714813232422, Fine ToA: 146.9093780517578
Ground Truth ToA: 88.4885025024414, Coarse ToA: 87.36111450195312, Fine ToA: 87.18032836914062
Ground Truth ToA: 85.32979583740234, Coarse ToA: 73.39530944824219, Fine ToA: 85.10712432861328
Ground Truth ToA: 147.68362426757812, Coarse ToA: 143.01376342773438, Fine ToA: 143.40077209472656
Ground Truth ToA: 107.89755249023438, Coarse ToA: 103.95913696289062, Fine ToA: 109.4268798828125
Ground Truth ToA: 137.01986694335938, Coarse ToA: 133.02255249023438, Fine ToA: 131.8080291748047
Ground Truth ToA: 132.95346069335938, Coarse ToA: 133.66366577148438, Fine ToA: 133.92181396484375
Ground Truth ToA: 83.06334686279297, Coarse ToA: 80.11277770996094, Fine ToA: 80.5723648071289
Ground Truth ToA: 83.64156341552734, Coarse ToA: 87.5470962524414, Fine ToA: 87.7857437133789
Ground Truth ToA: 90.94094848632812, Coarse ToA: 94.4865951538086, Fine ToA: 93.86841583251953
Ground Truth ToA: 121.67803955078125, Coarse ToA: 122.18920135498047, Fine ToA: 122.01534271240234
Ground Truth ToA: 101.27841186523438, Coarse ToA: 102.74906921386719, Fine ToA: 104.42877197265625
Ground Truth ToA: 56.55265808105469, Coarse ToA: 61.53136444091797, Fine ToA: 58.76524353027344
Ground Truth ToA: 120.10678100585938, Coarse ToA: 118.47007751464844, Fine ToA: 118.829833984375
Ground Truth ToA: 119.39366912841797, Coarse ToA: 121.56442260742188, Fine ToA: 119.4736557006836
Ground Truth ToA: 71.98872375488281, Coarse ToA: 70.65597534179688, Fine ToA: 71.43383026123047
Ground Truth ToA: 51.90099334716797, Coarse ToA: 57.883155822753906, Fine ToA: 56.763336181640625
Ground Truth ToA: 110.0328140258789, Coarse ToA: 110.56626892089844, Fine ToA: 111.13584899902344
Ground Truth ToA: 125.71126556396484, Coarse ToA: 126.5242919921875, Fine ToA: 52.50801086425781
Ground Truth ToA: 67.35352325439453, Coarse ToA: 65.11219787597656, Fine ToA: 65.17520141601562
Ground Truth ToA: 92.23776245117188, Coarse ToA: 95.75296783447266, Fine ToA: 95.82876586914062
Ground Truth ToA: 51.636962890625, Coarse ToA: 52.75577163696289, Fine ToA: 52.57503890991211
Ground Truth ToA: 104.82565307617188, Coarse ToA: 103.83404541015625, Fine ToA: 103.30525207519531
Ground Truth ToA: 54.180992126464844, Coarse ToA: 54.87921905517578, Fine ToA: 55.12464904785156
Ground Truth ToA: 79.00353240966797, Coarse ToA: 72.23210144042969, Fine ToA: 72.7201919555664
Ground Truth ToA: 116.50572204589844, Coarse ToA: 118.73068237304688, Fine ToA: 118.32025146484375
Ground Truth ToA: 126.10353088378906, Coarse ToA: 121.8125, Fine ToA: 122.72332763671875
Ground Truth ToA: 91.1014633178711, Coarse ToA: 86.1601791381836, Fine ToA: 86.78987884521484
Ground Truth ToA: 73.9700698852539, Coarse ToA: 80.021728515625, Fine ToA: 73.10557556152344
Ground Truth ToA: 149.08628845214844, Coarse ToA: 144.59640502929688, Fine ToA: 145.27517700195312
Ground Truth ToA: 139.79066467285156, Coarse ToA: 141.2096710205078, Fine ToA: 139.7135467529297
Ground Truth ToA: 92.11729431152344, Coarse ToA: 92.30997467041016, Fine ToA: 89.24769592285156
Ground Truth ToA: 123.137939453125, Coarse ToA: 122.25588989257812, Fine ToA: 121.96292114257812
Ground Truth ToA: 104.95421600341797, Coarse ToA: 103.00968933105469, Fine ToA: 104.06393432617188
Ground Truth ToA: 91.45623779296875, Coarse ToA: 89.64382934570312, Fine ToA: 90.09698486328125
Ground Truth ToA: 92.35883331298828, Coarse ToA: 93.46540069580078, Fine ToA: 94.62284851074219
Ground Truth ToA: 132.8182373046875, Coarse ToA: 132.36366271972656, Fine ToA: 132.95327758789062
Ground Truth ToA: 143.60342407226562, Coarse ToA: 144.44921875, Fine ToA: 142.22259521484375
Ground Truth ToA: 108.1303482055664, Coarse ToA: 105.35515594482422, Fine ToA: 105.10884857177734
Ground Truth ToA: 88.31098175048828, Coarse ToA: 88.11396789550781, Fine ToA: 87.39814758300781
Ground Truth ToA: 129.72943115234375, Coarse ToA: 128.09408569335938, Fine ToA: 129.6565704345703
Ground Truth ToA: 106.01242065429688, Coarse ToA: 104.1572494506836, Fine ToA: 104.2291488647461
Ground Truth ToA: 133.6732177734375, Coarse ToA: 131.64266967773438, Fine ToA: 132.04556274414062
Ground Truth ToA: 111.28764343261719, Coarse ToA: 109.2837142944336, Fine ToA: 108.67432403564453
Ground Truth ToA: 100.1062240600586, Coarse ToA: 97.2184066772461, Fine ToA: 101.11278533935547
Ground Truth ToA: 112.31578063964844, Coarse ToA: 110.10363006591797, Fine ToA: 110.04512023925781
Ground Truth ToA: 148.45333862304688, Coarse ToA: 146.62802124023438, Fine ToA: 147.0651397705078
Ground Truth ToA: 142.26402282714844, Coarse ToA: 140.87892150878906, Fine ToA: 75.72018432617188
Ground Truth ToA: 146.134521484375, Coarse ToA: 149.9715576171875, Fine ToA: 137.69932556152344
Ground Truth ToA: 126.79524993896484, Coarse ToA: 124.35411834716797, Fine ToA: 125.94378662109375
Ground Truth ToA: 103.82280731201172, Coarse ToA: 100.17079162597656, Fine ToA: 100.99479675292969
Ground Truth ToA: 103.51314544677734, Coarse ToA: 103.64566802978516, Fine ToA: 102.11100769042969
Ground Truth ToA: 119.10884094238281, Coarse ToA: 115.28334045410156, Fine ToA: 115.79358673095703
Ground Truth ToA: 99.4359130859375, Coarse ToA: 140.7311248779297, Fine ToA: 136.564453125
Ground Truth ToA: 119.04164123535156, Coarse ToA: 116.76435852050781, Fine ToA: 116.86978149414062
Ground Truth ToA: 122.83893585205078, Coarse ToA: 127.11665344238281, Fine ToA: 128.07078552246094
Ground Truth ToA: 136.6978759765625, Coarse ToA: 139.37747192382812, Fine ToA: 137.88479614257812
Ground Truth ToA: 107.53276062011719, Coarse ToA: 109.15625762939453, Fine ToA: 109.23860931396484
Ground Truth ToA: 86.75666046142578, Coarse ToA: 84.51780700683594, Fine ToA: 84.34951782226562
Ground Truth ToA: 94.11978912353516, Coarse ToA: 92.7812728881836, Fine ToA: 93.48672485351562
Ground Truth ToA: 79.66532897949219, Coarse ToA: 81.48615264892578, Fine ToA: 78.79279327392578
Ground Truth ToA: 68.79115295410156, Coarse ToA: 66.8284912109375, Fine ToA: 66.75731658935547
Ground Truth ToA: 72.43229675292969, Coarse ToA: 70.76641082763672, Fine ToA: 70.90242004394531
Ground Truth ToA: 139.912353515625, Coarse ToA: 139.62234497070312, Fine ToA: 139.5372772216797
Ground Truth ToA: 104.2298355102539, Coarse ToA: 105.79568481445312, Fine ToA: 105.6150131225586
Ground Truth ToA: 140.53028869628906, Coarse ToA: 141.4376220703125, Fine ToA: 141.93089294433594
Ground Truth ToA: 109.0343246459961, Coarse ToA: 106.12976837158203, Fine ToA: 107.72880554199219
Ground Truth ToA: 92.39151000976562, Coarse ToA: 90.32440185546875, Fine ToA: 90.2219009399414
Ground Truth ToA: 148.83262634277344, Coarse ToA: 148.2783203125, Fine ToA: 148.24533081054688
Ground Truth ToA: 87.23096466064453, Coarse ToA: 84.38099670410156, Fine ToA: 85.78882598876953
Ground Truth ToA: 66.3866195678711, Coarse ToA: 70.09244537353516, Fine ToA: 70.76181030273438
Ground Truth ToA: 147.93048095703125, Coarse ToA: 145.99087524414062, Fine ToA: 146.19692993164062
Ground Truth ToA: 66.18775177001953, Coarse ToA: 64.8663101196289, Fine ToA: 64.9614486694336
Ground Truth ToA: 135.20703125, Coarse ToA: 133.1016845703125, Fine ToA: 81.91372680664062
Ground Truth ToA: 124.94157409667969, Coarse ToA: 125.37271881103516, Fine ToA: 121.91625213623047
Ground Truth ToA: 110.76895904541016, Coarse ToA: 119.34414672851562, Fine ToA: 112.90523529052734
Ground Truth ToA: 141.447021484375, Coarse ToA: 141.71087646484375, Fine ToA: 141.53025817871094
Ground Truth ToA: 136.66578674316406, Coarse ToA: 137.0065460205078, Fine ToA: 138.10418701171875
Ground Truth ToA: 142.14395141601562, Coarse ToA: 140.9168243408203, Fine ToA: 141.5997314453125
Ground Truth ToA: 88.91458129882812, Coarse ToA: 89.70559692382812, Fine ToA: 88.70621490478516
Ground Truth ToA: 103.03851318359375, Coarse ToA: 105.45429992675781, Fine ToA: 103.87215423583984
Ground Truth ToA: 72.26435089111328, Coarse ToA: 70.0821304321289, Fine ToA: 70.37086486816406
Ground Truth ToA: 115.63804626464844, Coarse ToA: 113.69886779785156, Fine ToA: 115.9550552368164
Ground Truth ToA: 130.75975036621094, Coarse ToA: 130.521240234375, Fine ToA: 129.6560821533203
Ground Truth ToA: 92.01651763916016, Coarse ToA: 95.78331756591797, Fine ToA: 92.15086364746094
Ground Truth ToA: 118.958740234375, Coarse ToA: 123.39608001708984, Fine ToA: 123.30460357666016
Ground Truth ToA: 142.79747009277344, Coarse ToA: 144.64886474609375, Fine ToA: 142.17544555664062
Ground Truth ToA: 120.42343139648438, Coarse ToA: 123.234619140625, Fine ToA: 124.40544128417969
Ground Truth ToA: 58.18696212768555, Coarse ToA: 63.167884826660156, Fine ToA: 58.03229904174805
Ground Truth ToA: 87.62097930908203, Coarse ToA: 96.1865234375, Fine ToA: 87.73616790771484
Ground Truth ToA: 93.85196685791016, Coarse ToA: 90.36605072021484, Fine ToA: 91.0513916015625
Ground Truth ToA: 144.9423370361328, Coarse ToA: 146.91929626464844, Fine ToA: 146.5512237548828
Ground Truth ToA: 84.21795654296875, Coarse ToA: 81.3057632446289, Fine ToA: 55.47610092163086
Ground Truth ToA: 97.37918853759766, Coarse ToA: 90.18216705322266, Fine ToA: 96.55062866210938
Ground Truth ToA: 79.63213348388672, Coarse ToA: 80.19364166259766, Fine ToA: 80.73184204101562
Ground Truth ToA: 117.2876205444336, Coarse ToA: 116.11023712158203, Fine ToA: 116.32333374023438
Ground Truth ToA: 118.7015151977539, Coarse ToA: 118.78390502929688, Fine ToA: 117.61602783203125
Ground Truth ToA: 112.97342681884766, Coarse ToA: 108.24208068847656, Fine ToA: 108.92806243896484
Ground Truth ToA: 63.08332443237305, Coarse ToA: 66.04113006591797, Fine ToA: 65.5147476196289
Ground Truth ToA: 118.50282287597656, Coarse ToA: 117.94222259521484, Fine ToA: 116.8268814086914
Ground Truth ToA: 99.43720245361328, Coarse ToA: 104.61530303955078, Fine ToA: 104.76509094238281
Ground Truth ToA: 102.75016784667969, Coarse ToA: 99.80872344970703, Fine ToA: 100.56807708740234
Ground Truth ToA: 144.6296844482422, Coarse ToA: 140.43817138671875, Fine ToA: 141.78915405273438
Ground Truth ToA: 92.36758422851562, Coarse ToA: 89.70226287841797, Fine ToA: 90.31804656982422
Ground Truth ToA: 97.64639282226562, Coarse ToA: 96.72428131103516, Fine ToA: 97.177978515625
Ground Truth ToA: 82.82292938232422, Coarse ToA: 84.86884307861328, Fine ToA: 81.19033813476562
Ground Truth ToA: 86.23223876953125, Coarse ToA: 86.80269622802734, Fine ToA: 86.44491577148438
Ground Truth ToA: 83.87779998779297, Coarse ToA: 77.35200500488281, Fine ToA: 78.22967529296875
Ground Truth ToA: 85.71884155273438, Coarse ToA: 85.19034576416016, Fine ToA: 84.59781646728516
Ground Truth ToA: 123.67618560791016, Coarse ToA: 123.32075500488281, Fine ToA: 123.72417449951172
Ground Truth ToA: 85.80331420898438, Coarse ToA: 86.65327453613281, Fine ToA: 86.03390502929688
Ground Truth ToA: 72.39308166503906, Coarse ToA: 68.48099517822266, Fine ToA: 67.57361602783203
Ground Truth ToA: 116.10502624511719, Coarse ToA: 109.5014877319336, Fine ToA: 118.79769897460938
Ground Truth ToA: 128.96873474121094, Coarse ToA: 129.60739135742188, Fine ToA: 80.31513214111328
Ground Truth ToA: 71.6402587890625, Coarse ToA: 70.27015686035156, Fine ToA: 69.39496612548828
Ground Truth ToA: 139.0611572265625, Coarse ToA: 130.73208618164062, Fine ToA: 131.51446533203125
Ground Truth ToA: 104.49715423583984, Coarse ToA: 103.30026245117188, Fine ToA: 102.88060760498047
Ground Truth ToA: 122.4747085571289, Coarse ToA: 121.29490661621094, Fine ToA: 121.60118865966797
Ground Truth ToA: 137.5354461669922, Coarse ToA: 137.61575317382812, Fine ToA: 137.97903442382812
Ground Truth ToA: 144.47027587890625, Coarse ToA: 144.79051208496094, Fine ToA: 144.49319458007812
Ground Truth ToA: 122.22978210449219, Coarse ToA: 121.12416076660156, Fine ToA: 120.87377166748047
Ground Truth ToA: 57.2851448059082, Coarse ToA: 61.04551315307617, Fine ToA: 58.100135803222656
Ground Truth ToA: 138.22219848632812, Coarse ToA: 138.7650909423828, Fine ToA: 138.14895629882812
Ground Truth ToA: 74.40936279296875, Coarse ToA: 76.25162506103516, Fine ToA: 76.6631088256836
Ground Truth ToA: 117.52416229248047, Coarse ToA: 115.61772155761719, Fine ToA: 115.55088806152344
Ground Truth ToA: 83.50922393798828, Coarse ToA: 81.14157104492188, Fine ToA: 81.34952545166016
Ground Truth ToA: 84.83760070800781, Coarse ToA: 82.01490020751953, Fine ToA: 82.17938995361328
Ground Truth ToA: 142.8363800048828, Coarse ToA: 143.1178436279297, Fine ToA: 142.1354522705078
Ground Truth ToA: 52.51594924926758, Coarse ToA: 55.90360641479492, Fine ToA: 56.56452178955078
Ground Truth ToA: 126.96365356445312, Coarse ToA: 134.14578247070312, Fine ToA: 135.2995147705078
Ground Truth ToA: 134.53530883789062, Coarse ToA: 132.87222290039062, Fine ToA: 132.61822509765625
Ground Truth ToA: 53.984466552734375, Coarse ToA: 55.397132873535156, Fine ToA: 55.77317810058594
Ground Truth ToA: 109.77080535888672, Coarse ToA: 105.15715789794922, Fine ToA: 107.24981689453125
Ground Truth ToA: 55.838287353515625, Coarse ToA: 57.47342300415039, Fine ToA: 55.388771057128906
Ground Truth ToA: 85.14054107666016, Coarse ToA: 77.8906021118164, Fine ToA: 103.45960235595703
Ground Truth ToA: 67.00931549072266, Coarse ToA: 69.94661712646484, Fine ToA: 70.59919738769531
Ground Truth ToA: 136.5645751953125, Coarse ToA: 136.18374633789062, Fine ToA: 136.0030975341797
Ground Truth ToA: 146.47999572753906, Coarse ToA: 142.92483520507812, Fine ToA: 142.76756286621094
Ground Truth ToA: 95.47384643554688, Coarse ToA: 93.3844223022461, Fine ToA: 93.30455780029297
Ground Truth ToA: 127.71430969238281, Coarse ToA: 135.1068115234375, Fine ToA: 133.80996704101562
Ground Truth ToA: 100.76608276367188, Coarse ToA: 94.97303771972656, Fine ToA: 95.14143371582031
Ground Truth ToA: 77.6900634765625, Coarse ToA: 75.18991088867188, Fine ToA: 76.78189849853516
Ground Truth ToA: 59.09853744506836, Coarse ToA: 58.344451904296875, Fine ToA: 58.500022888183594
Ground Truth ToA: 53.236793518066406, Coarse ToA: 68.45496368408203, Fine ToA: 52.383872985839844
Ground Truth ToA: 93.13481140136719, Coarse ToA: 94.03675842285156, Fine ToA: 95.07247924804688
Ground Truth ToA: 63.46919250488281, Coarse ToA: 60.79930877685547, Fine ToA: 61.73771667480469
Ground Truth ToA: 139.7953643798828, Coarse ToA: 145.48370361328125, Fine ToA: 144.37449645996094
Ground Truth ToA: 84.52110290527344, Coarse ToA: 83.51567840576172, Fine ToA: 84.09713745117188
Ground Truth ToA: 89.17333221435547, Coarse ToA: 86.03548431396484, Fine ToA: 86.0318603515625
Ground Truth ToA: 66.78524017333984, Coarse ToA: 67.29862213134766, Fine ToA: 66.565185546875
Ground Truth ToA: 53.16612243652344, Coarse ToA: 56.7133674621582, Fine ToA: 56.147003173828125
Ground Truth ToA: 124.10442352294922, Coarse ToA: 116.5344467163086, Fine ToA: 120.58322143554688
Ground Truth ToA: 138.78536987304688, Coarse ToA: 137.46682739257812, Fine ToA: 137.3503875732422
Ground Truth ToA: 85.0630874633789, Coarse ToA: 82.19108581542969, Fine ToA: 82.5828628540039
Ground Truth ToA: 119.98067474365234, Coarse ToA: 118.4929428100586, Fine ToA: 119.73978424072266
Ground Truth ToA: 123.25727844238281, Coarse ToA: 121.860595703125, Fine ToA: 122.63887023925781
Ground Truth ToA: 60.85436248779297, Coarse ToA: 60.21281814575195, Fine ToA: 62.42471694946289
Ground Truth ToA: 57.982078552246094, Coarse ToA: 53.20918273925781, Fine ToA: 53.73747634887695
Ground Truth ToA: 82.8290786743164, Coarse ToA: 83.97630310058594, Fine ToA: 83.90701293945312
Ground Truth ToA: 60.3483772277832, Coarse ToA: 71.72576141357422, Fine ToA: 71.39419555664062
Ground Truth ToA: 73.6175308227539, Coarse ToA: 68.97740173339844, Fine ToA: 69.94474792480469
Ground Truth ToA: 137.94293212890625, Coarse ToA: 137.2854766845703, Fine ToA: 137.3983612060547
Ground Truth ToA: 71.57994079589844, Coarse ToA: 72.45097351074219, Fine ToA: 72.83045196533203
Ground Truth ToA: 95.13214874267578, Coarse ToA: 104.3917465209961, Fine ToA: 104.22061157226562
Ground Truth ToA: 50.74155807495117, Coarse ToA: 52.425559997558594, Fine ToA: 52.24477005004883
Ground Truth ToA: 86.9686508178711, Coarse ToA: 88.76824188232422, Fine ToA: 89.63233184814453
Ground Truth ToA: 94.77190399169922, Coarse ToA: 96.1562728881836, Fine ToA: 96.1279067993164
Ground Truth ToA: 92.97041320800781, Coarse ToA: 90.09859466552734, Fine ToA: 89.5501708984375
Ground Truth ToA: 100.68545532226562, Coarse ToA: 100.68598175048828, Fine ToA: 100.2203369140625
Ground Truth ToA: 73.080322265625, Coarse ToA: 74.9844741821289, Fine ToA: 75.12947845458984
Ground Truth ToA: 115.06484985351562, Coarse ToA: 113.7244644165039, Fine ToA: 114.98908233642578
Ground Truth ToA: 86.86231231689453, Coarse ToA: 88.01133728027344, Fine ToA: 87.47960662841797
Ground Truth ToA: 88.33585357666016, Coarse ToA: 87.6047592163086, Fine ToA: 87.89539337158203
Ground Truth ToA: 143.8510284423828, Coarse ToA: 144.75498962402344, Fine ToA: 142.1138153076172
Ground Truth ToA: 112.89550018310547, Coarse ToA: 111.58319091796875, Fine ToA: 112.78507995605469
Ground Truth ToA: 146.27590942382812, Coarse ToA: 141.73822021484375, Fine ToA: 144.60545349121094
Ground Truth ToA: 128.85012817382812, Coarse ToA: 122.19022369384766, Fine ToA: 124.4189224243164
Ground Truth ToA: 127.75160217285156, Coarse ToA: 124.8979721069336, Fine ToA: 125.77842712402344
Ground Truth ToA: 113.77897644042969, Coarse ToA: 115.35521697998047, Fine ToA: 114.50804138183594
Ground Truth ToA: 104.841552734375, Coarse ToA: 103.76235961914062, Fine ToA: 98.07122802734375
Ground Truth ToA: 64.45557403564453, Coarse ToA: 62.19446563720703, Fine ToA: 62.155765533447266
Ground Truth ToA: 97.80674743652344, Coarse ToA: 94.41696166992188, Fine ToA: 94.99014282226562
Ground Truth ToA: 90.12734985351562, Coarse ToA: 101.28726959228516, Fine ToA: 100.39795684814453
Ground Truth ToA: 120.30284118652344, Coarse ToA: 116.07931518554688, Fine ToA: 116.66792297363281
Ground Truth ToA: 81.6755599975586, Coarse ToA: 74.5667953491211, Fine ToA: 76.91475677490234
Ground Truth ToA: 100.74479675292969, Coarse ToA: 102.37235260009766, Fine ToA: 100.08592987060547
Ground Truth ToA: 124.21773529052734, Coarse ToA: 125.55072784423828, Fine ToA: 132.4203643798828
Ground Truth ToA: 104.5433349609375, Coarse ToA: 101.8126449584961, Fine ToA: 101.37152099609375
Ground Truth ToA: 135.38949584960938, Coarse ToA: 133.73670959472656, Fine ToA: 133.9046173095703
Ground Truth ToA: 141.3463134765625, Coarse ToA: 141.6617431640625, Fine ToA: 140.8200225830078
Ground Truth ToA: 94.49674987792969, Coarse ToA: 93.9801254272461, Fine ToA: 94.17169952392578
Ground Truth ToA: 99.25053405761719, Coarse ToA: 95.67704772949219, Fine ToA: 96.48654174804688
Ground Truth ToA: 130.63787841796875, Coarse ToA: 139.33103942871094, Fine ToA: 139.97970581054688
Ground Truth ToA: 138.2623748779297, Coarse ToA: 137.0460205078125, Fine ToA: 135.558837890625
Ground Truth ToA: 94.65351104736328, Coarse ToA: 94.56139373779297, Fine ToA: 93.80911254882812
Ground Truth ToA: 120.79656982421875, Coarse ToA: 116.85798645019531, Fine ToA: 116.58903503417969
Ground Truth ToA: 57.8724250793457, Coarse ToA: 58.08094024658203, Fine ToA: 57.387977600097656
Ground Truth ToA: 63.37644958496094, Coarse ToA: 60.03472900390625, Fine ToA: 59.42237854003906
Ground Truth ToA: 84.38538360595703, Coarse ToA: 84.35933685302734, Fine ToA: 82.85926055908203
Ground Truth ToA: 96.14523315429688, Coarse ToA: 97.89595031738281, Fine ToA: 98.18777465820312
Ground Truth ToA: 135.34317016601562, Coarse ToA: 138.26654052734375, Fine ToA: 137.81280517578125
Ground Truth ToA: 106.30780029296875, Coarse ToA: 106.99816131591797, Fine ToA: 106.9840316772461
Ground Truth ToA: 91.82379913330078, Coarse ToA: 94.02857971191406, Fine ToA: 93.03386688232422
Ground Truth ToA: 113.02549743652344, Coarse ToA: 115.51145935058594, Fine ToA: 112.89102935791016
Ground Truth ToA: 108.4612045288086, Coarse ToA: 116.16477966308594, Fine ToA: 116.06599426269531
Ground Truth ToA: 147.7962646484375, Coarse ToA: 147.20494079589844, Fine ToA: 146.91172790527344
Ground Truth ToA: 89.49456024169922, Coarse ToA: 86.42218780517578, Fine ToA: 87.35961151123047
Ground Truth ToA: 142.80618286132812, Coarse ToA: 143.343994140625, Fine ToA: 143.1547088623047
Ground Truth ToA: 84.19910430908203, Coarse ToA: 83.15065002441406, Fine ToA: 81.98835754394531
Ground Truth ToA: 83.21206665039062, Coarse ToA: 79.58264923095703, Fine ToA: 80.30809783935547
Ground Truth ToA: 107.71629333496094, Coarse ToA: 107.50198364257812, Fine ToA: 107.87271881103516
Ground Truth ToA: 148.1510009765625, Coarse ToA: 146.58580017089844, Fine ToA: 146.6998291015625
Ground Truth ToA: 75.28294372558594, Coarse ToA: 73.64969635009766, Fine ToA: 73.82845306396484
Ground Truth ToA: 104.21266174316406, Coarse ToA: 103.33135986328125, Fine ToA: 101.8670883178711
Ground Truth ToA: 50.95488357543945, Coarse ToA: 50.264217376708984, Fine ToA: 50.27354431152344
Ground Truth ToA: 126.48207092285156, Coarse ToA: 126.01618957519531, Fine ToA: 124.92135620117188
Ground Truth ToA: 63.277183532714844, Coarse ToA: 60.022945404052734, Fine ToA: 60.048648834228516
Ground Truth ToA: 87.35202026367188, Coarse ToA: 92.89785766601562, Fine ToA: 91.8409423828125
Ground Truth ToA: 149.02151489257812, Coarse ToA: 145.78607177734375, Fine ToA: 148.4969940185547
Ground Truth ToA: 80.92578125, Coarse ToA: 76.29132080078125, Fine ToA: 76.722900390625
Ground Truth ToA: 123.2061767578125, Coarse ToA: 121.90103149414062, Fine ToA: 122.26374816894531
Ground Truth ToA: 138.59654235839844, Coarse ToA: 140.8415985107422, Fine ToA: 141.02667236328125
Ground Truth ToA: 142.11195373535156, Coarse ToA: 138.64463806152344, Fine ToA: 140.13226318359375
Ground Truth ToA: 53.40025329589844, Coarse ToA: 52.182289123535156, Fine ToA: 52.001522064208984
Ground Truth ToA: 134.4279327392578, Coarse ToA: 132.6588897705078, Fine ToA: 134.4794921875
Ground Truth ToA: 108.10567474365234, Coarse ToA: 125.0556869506836, Fine ToA: 125.34556579589844
Ground Truth ToA: 104.7724380493164, Coarse ToA: 100.67761993408203, Fine ToA: 99.77685546875
Ground Truth ToA: 89.50846862792969, Coarse ToA: 90.95228576660156, Fine ToA: 91.08094787597656
Ground Truth ToA: 136.33602905273438, Coarse ToA: 135.47789001464844, Fine ToA: 136.56256103515625
Ground Truth ToA: 113.5616226196289, Coarse ToA: 111.8995590209961, Fine ToA: 111.49372863769531
Ground Truth ToA: 64.03653717041016, Coarse ToA: 61.27248764038086, Fine ToA: 60.18763732910156
Ground Truth ToA: 65.94830322265625, Coarse ToA: 63.79597854614258, Fine ToA: 63.96446228027344
Ground Truth ToA: 149.20730590820312, Coarse ToA: 145.3349151611328, Fine ToA: 145.15126037597656
Ground Truth ToA: 121.0130844116211, Coarse ToA: 117.53775024414062, Fine ToA: 117.86608123779297
Ground Truth ToA: 69.43463897705078, Coarse ToA: 67.74356079101562, Fine ToA: 68.48424530029297
Ground Truth ToA: 102.58699798583984, Coarse ToA: 101.86927032470703, Fine ToA: 101.69285583496094
Ground Truth ToA: 52.954166412353516, Coarse ToA: 51.788360595703125, Fine ToA: 51.91469192504883
Ground Truth ToA: 51.73616027832031, Coarse ToA: 51.63482666015625, Fine ToA: 51.454044342041016
Ground Truth ToA: 100.71371459960938, Coarse ToA: 97.78685760498047, Fine ToA: 97.67442321777344
Ground Truth ToA: 88.65480041503906, Coarse ToA: 83.0267105102539, Fine ToA: 144.2936553955078
Ground Truth ToA: 126.79119110107422, Coarse ToA: 137.46688842773438, Fine ToA: 132.31314086914062
Ground Truth ToA: 90.51891326904297, Coarse ToA: 126.90396881103516, Fine ToA: 139.90011596679688
Ground Truth ToA: 123.89967346191406, Coarse ToA: 124.17638397216797, Fine ToA: 122.70010375976562
Ground Truth ToA: 68.80884552001953, Coarse ToA: 68.4236831665039, Fine ToA: 69.34632873535156
Ground Truth ToA: 98.87378692626953, Coarse ToA: 102.74181365966797, Fine ToA: 102.37120819091797
Ground Truth ToA: 64.42683410644531, Coarse ToA: 62.521121978759766, Fine ToA: 62.774356842041016
Ground Truth ToA: 114.69156646728516, Coarse ToA: 116.05034637451172, Fine ToA: 115.3887710571289
Ground Truth ToA: 70.72917175292969, Coarse ToA: 89.70804595947266, Fine ToA: 68.34825134277344
Ground Truth ToA: 122.05876922607422, Coarse ToA: 119.93878173828125, Fine ToA: 120.13577270507812
Ground Truth ToA: 149.9965057373047, Coarse ToA: 148.45574951171875, Fine ToA: 148.27487182617188
Ground Truth ToA: 110.69010925292969, Coarse ToA: 110.43851470947266, Fine ToA: 110.72605895996094
Ground Truth ToA: 102.78396606445312, Coarse ToA: 98.98155212402344, Fine ToA: 99.72962951660156
Ground Truth ToA: 145.9542694091797, Coarse ToA: 146.34506225585938, Fine ToA: 146.4736328125
Ground Truth ToA: 113.95677185058594, Coarse ToA: 111.38275909423828, Fine ToA: 111.83512878417969
Ground Truth ToA: 140.1448974609375, Coarse ToA: 135.81741333007812, Fine ToA: 143.76898193359375
Ground Truth ToA: 58.134769439697266, Coarse ToA: 55.93035888671875, Fine ToA: 55.84939956665039
Ground Truth ToA: 129.69784545898438, Coarse ToA: 130.3428955078125, Fine ToA: 133.27606201171875
Ground Truth ToA: 103.986328125, Coarse ToA: 107.63424682617188, Fine ToA: 139.80679321289062
Ground Truth ToA: 60.27357482910156, Coarse ToA: 61.841339111328125, Fine ToA: 62.1053581237793
Ground Truth ToA: 60.33823776245117, Coarse ToA: 59.549346923828125, Fine ToA: 59.84800338745117
