Ground Truth ToA: 135.73028564453125, Coarse ToA: 137.71424865722656, Fine ToA: 122.51608276367188
Ground Truth ToA: 79.1989974975586, Coarse ToA: 77.95442199707031, Fine ToA: 78.3353271484375
Ground Truth ToA: 60.33039855957031, Coarse ToA: 59.90359878540039, Fine ToA: 59.539154052734375
Ground Truth ToA: 67.59434509277344, Coarse ToA: 66.75472259521484, Fine ToA: 67.3010482788086
Ground Truth ToA: 97.72370910644531, Coarse ToA: 97.47637176513672, Fine ToA: 97.73436737060547
Ground Truth ToA: 72.59492492675781, Coarse ToA: 73.03731536865234, Fine ToA: 72.10590362548828
Ground Truth ToA: 84.47262573242188, Coarse ToA: 82.7231216430664, Fine ToA: 82.06795501708984
Ground Truth ToA: 66.67887878417969, Coarse ToA: 65.62882232666016, Fine ToA: 65.59395599365234
Ground Truth ToA: 119.00015258789062, Coarse ToA: 123.08650207519531, Fine ToA: 121.72943115234375
Ground Truth ToA: 93.94523620605469, Coarse ToA: 95.28190612792969, Fine ToA: 95.15973663330078
Ground Truth ToA: 119.15943908691406, Coarse ToA: 115.18574523925781, Fine ToA: 115.45220184326172
Ground Truth ToA: 53.50486755371094, Coarse ToA: 53.29123306274414, Fine ToA: 52.902992248535156
Ground Truth ToA: 72.72704315185547, Coarse ToA: 71.311767578125, Fine ToA: 72.53843688964844
Ground Truth ToA: 123.20649719238281, Coarse ToA: 126.56063079833984, Fine ToA: 126.93159484863281
Ground Truth ToA: 141.02420043945312, Coarse ToA: 139.0061492919922, Fine ToA: 139.74574279785156
Ground Truth ToA: 145.35804748535156, Coarse ToA: 145.4295196533203, Fine ToA: 145.36428833007812
Ground Truth ToA: 104.67327117919922, Coarse ToA: 111.74713134765625, Fine ToA: 111.63337707519531
Ground Truth ToA: 81.26931762695312, Coarse ToA: 80.48727416992188, Fine ToA: 80.53123474121094
Ground Truth ToA: 97.17176055908203, Coarse ToA: 97.6171646118164, Fine ToA: 96.99861145019531
Ground Truth ToA: 111.37812805175781, Coarse ToA: 111.03598022460938, Fine ToA: 113.76376342773438
Ground Truth ToA: 116.6546859741211, Coarse ToA: 115.92008972167969, Fine ToA: 115.40676879882812
Ground Truth ToA: 140.0885009765625, Coarse ToA: 138.37652587890625, Fine ToA: 138.44911193847656
Ground Truth ToA: 74.1634521484375, Coarse ToA: 74.82103729248047, Fine ToA: 74.6480941772461
Ground Truth ToA: 133.93406677246094, Coarse ToA: 133.31114196777344, Fine ToA: 134.10501098632812
Ground Truth ToA: 56.1308479309082, Coarse ToA: 55.839202880859375, Fine ToA: 56.27871322631836
Ground Truth ToA: 117.91279602050781, Coarse ToA: 117.27963256835938, Fine ToA: 118.06708526611328
Ground Truth ToA: 77.46671295166016, Coarse ToA: 78.32572937011719, Fine ToA: 58.882225036621094
Ground Truth ToA: 53.25415802001953, Coarse ToA: 52.3555793762207, Fine ToA: 52.377593994140625
Ground Truth ToA: 67.84549713134766, Coarse ToA: 66.37300109863281, Fine ToA: 67.38240814208984
Ground Truth ToA: 50.471717834472656, Coarse ToA: 51.67198181152344, Fine ToA: 51.71949768066406
Ground Truth ToA: 121.5067367553711, Coarse ToA: 120.87023162841797, Fine ToA: 119.89508056640625
Ground Truth ToA: 119.97724151611328, Coarse ToA: 119.50747680664062, Fine ToA: 119.569580078125
Ground Truth ToA: 72.85840606689453, Coarse ToA: 73.43302917480469, Fine ToA: 74.35895538330078
Ground Truth ToA: 143.9639892578125, Coarse ToA: 146.16688537597656, Fine ToA: 121.89375305175781
Ground Truth ToA: 91.8967056274414, Coarse ToA: 90.3857192993164, Fine ToA: 90.81961059570312
Ground Truth ToA: 142.25848388671875, Coarse ToA: 140.4813232421875, Fine ToA: 140.930908203125
Ground Truth ToA: 128.56346130371094, Coarse ToA: 129.1107940673828, Fine ToA: 129.2358856201172
Ground Truth ToA: 64.15265655517578, Coarse ToA: 65.85975646972656, Fine ToA: 65.34708404541016
Ground Truth ToA: 88.98716735839844, Coarse ToA: 86.25228118896484, Fine ToA: 88.86050415039062
Ground Truth ToA: 77.62312316894531, Coarse ToA: 77.40929412841797, Fine ToA: 77.95111846923828
Ground Truth ToA: 59.1528205871582, Coarse ToA: 57.9206657409668, Fine ToA: 57.95846939086914
Ground Truth ToA: 59.065757751464844, Coarse ToA: 57.493900299072266, Fine ToA: 58.63547134399414
Ground Truth ToA: 111.75446319580078, Coarse ToA: 112.5477523803711, Fine ToA: 112.23062133789062
Ground Truth ToA: 145.00904846191406, Coarse ToA: 143.95101928710938, Fine ToA: 142.91073608398438
Ground Truth ToA: 100.16160583496094, Coarse ToA: 99.06392669677734, Fine ToA: 99.33084869384766
Ground Truth ToA: 61.28847122192383, Coarse ToA: 60.59261703491211, Fine ToA: 60.93775939941406
Ground Truth ToA: 129.17034912109375, Coarse ToA: 128.97923278808594, Fine ToA: 128.84414672851562
Ground Truth ToA: 149.8779296875, Coarse ToA: 147.24786376953125, Fine ToA: 148.2024688720703
Ground Truth ToA: 75.86541748046875, Coarse ToA: 74.90489196777344, Fine ToA: 74.00469207763672
Ground Truth ToA: 62.85081481933594, Coarse ToA: 62.39927673339844, Fine ToA: 61.892364501953125
Ground Truth ToA: 104.63004302978516, Coarse ToA: 105.20684051513672, Fine ToA: 104.27794647216797
Ground Truth ToA: 112.7373275756836, Coarse ToA: 115.0743179321289, Fine ToA: 114.52853393554688
Ground Truth ToA: 70.56853485107422, Coarse ToA: 69.04740142822266, Fine ToA: 69.62059020996094
Ground Truth ToA: 50.137046813964844, Coarse ToA: 53.066307067871094, Fine ToA: 52.743675231933594
Ground Truth ToA: 87.93689727783203, Coarse ToA: 88.61933898925781, Fine ToA: 88.41497802734375
Ground Truth ToA: 61.037139892578125, Coarse ToA: 62.78870391845703, Fine ToA: 57.760948181152344
Ground Truth ToA: 84.01774597167969, Coarse ToA: 81.38221740722656, Fine ToA: 81.66656494140625
Ground Truth ToA: 75.4159927368164, Coarse ToA: 75.61168670654297, Fine ToA: 75.82833099365234
Ground Truth ToA: 144.56494140625, Coarse ToA: 142.91737365722656, Fine ToA: 142.21484375
Ground Truth ToA: 89.43822479248047, Coarse ToA: 88.29545593261719, Fine ToA: 89.87102508544922
Ground Truth ToA: 61.33177185058594, Coarse ToA: 61.234195709228516, Fine ToA: 61.453731536865234
Ground Truth ToA: 97.5171890258789, Coarse ToA: 97.17024230957031, Fine ToA: 96.98069763183594
Ground Truth ToA: 147.1375732421875, Coarse ToA: 147.65115356445312, Fine ToA: 148.0659637451172
Ground Truth ToA: 63.507110595703125, Coarse ToA: 63.31229019165039, Fine ToA: 64.55986022949219
Ground Truth ToA: 110.56697082519531, Coarse ToA: 108.8672866821289, Fine ToA: 108.3184585571289
Ground Truth ToA: 120.44222259521484, Coarse ToA: 123.68930053710938, Fine ToA: 123.16664123535156
Ground Truth ToA: 63.873085021972656, Coarse ToA: 62.384891510009766, Fine ToA: 62.6168212890625
Ground Truth ToA: 118.41768646240234, Coarse ToA: 116.83196258544922, Fine ToA: 116.78720092773438
Ground Truth ToA: 84.04010772705078, Coarse ToA: 80.66719818115234, Fine ToA: 80.558837890625
Ground Truth ToA: 110.087646484375, Coarse ToA: 111.33316040039062, Fine ToA: 119.59517669677734
Ground Truth ToA: 117.3302001953125, Coarse ToA: 115.90000915527344, Fine ToA: 116.96430206298828
Ground Truth ToA: 70.80631256103516, Coarse ToA: 66.41265106201172, Fine ToA: 66.50353240966797
Ground Truth ToA: 147.2748260498047, Coarse ToA: 147.4357452392578, Fine ToA: 146.58859252929688
Ground Truth ToA: 143.75531005859375, Coarse ToA: 142.69053649902344, Fine ToA: 143.25143432617188
Ground Truth ToA: 123.87252807617188, Coarse ToA: 123.04429626464844, Fine ToA: 123.2906494140625
Ground Truth ToA: 120.2786636352539, Coarse ToA: 119.80438995361328, Fine ToA: 119.25054931640625
Ground Truth ToA: 132.72915649414062, Coarse ToA: 131.27169799804688, Fine ToA: 131.1454620361328
Ground Truth ToA: 77.29634857177734, Coarse ToA: 77.2426528930664, Fine ToA: 76.42420959472656
Ground Truth ToA: 129.3599395751953, Coarse ToA: 126.65545654296875, Fine ToA: 125.86578369140625
Ground Truth ToA: 119.08180236816406, Coarse ToA: 127.5082778930664, Fine ToA: 127.1170425415039
Ground Truth ToA: 78.23491668701172, Coarse ToA: 77.11647033691406, Fine ToA: 76.67726135253906
Ground Truth ToA: 120.27293395996094, Coarse ToA: 120.65313720703125, Fine ToA: 121.32059478759766
Ground Truth ToA: 149.99351501464844, Coarse ToA: 147.05831909179688, Fine ToA: 149.5952606201172
Ground Truth ToA: 115.18463897705078, Coarse ToA: 114.7125244140625, Fine ToA: 114.95704650878906
Ground Truth ToA: 110.27481842041016, Coarse ToA: 109.16201782226562, Fine ToA: 109.72696685791016
Ground Truth ToA: 143.44154357910156, Coarse ToA: 144.74996948242188, Fine ToA: 145.198486328125
Ground Truth ToA: 66.03929901123047, Coarse ToA: 65.34929656982422, Fine ToA: 65.66030883789062
Ground Truth ToA: 118.78792572021484, Coarse ToA: 115.64537048339844, Fine ToA: 116.64004516601562
Ground Truth ToA: 113.30314636230469, Coarse ToA: 107.95222473144531, Fine ToA: 108.18816375732422
Ground Truth ToA: 127.17694854736328, Coarse ToA: 123.53384399414062, Fine ToA: 107.46952819824219
Ground Truth ToA: 86.39260864257812, Coarse ToA: 89.86726379394531, Fine ToA: 88.42572021484375
Ground Truth ToA: 124.55670928955078, Coarse ToA: 123.44159698486328, Fine ToA: 122.88693237304688
Ground Truth ToA: 81.15001678466797, Coarse ToA: 80.36418151855469, Fine ToA: 80.23344421386719
Ground Truth ToA: 144.96630859375, Coarse ToA: 143.5499725341797, Fine ToA: 143.6775665283203
Ground Truth ToA: 65.4641342163086, Coarse ToA: 65.89579772949219, Fine ToA: 66.1117935180664
Ground Truth ToA: 147.57699584960938, Coarse ToA: 147.2628631591797, Fine ToA: 148.91268920898438
Ground Truth ToA: 59.622196197509766, Coarse ToA: 61.53216552734375, Fine ToA: 61.80696105957031
Ground Truth ToA: 93.11023712158203, Coarse ToA: 93.27628326416016, Fine ToA: 92.66539764404297
Ground Truth ToA: 147.45321655273438, Coarse ToA: 147.56394958496094, Fine ToA: 147.65768432617188
Ground Truth ToA: 96.31006622314453, Coarse ToA: 94.67377471923828, Fine ToA: 93.25177764892578
Ground Truth ToA: 77.75956726074219, Coarse ToA: 75.91527557373047, Fine ToA: 134.63327026367188
Ground Truth ToA: 127.74124908447266, Coarse ToA: 126.6344985961914, Fine ToA: 126.16402435302734
Ground Truth ToA: 122.81458282470703, Coarse ToA: 120.9658203125, Fine ToA: 121.08323669433594
Ground Truth ToA: 74.87383270263672, Coarse ToA: 74.87909698486328, Fine ToA: 75.12413024902344
Ground Truth ToA: 57.765525817871094, Coarse ToA: 61.362545013427734, Fine ToA: 61.68378448486328
Ground Truth ToA: 72.38432312011719, Coarse ToA: 72.2411117553711, Fine ToA: 72.28328704833984
Ground Truth ToA: 91.0972671508789, Coarse ToA: 94.8017807006836, Fine ToA: 94.39380645751953
Ground Truth ToA: 62.79814529418945, Coarse ToA: 63.9029541015625, Fine ToA: 64.09818267822266
Ground Truth ToA: 93.11981964111328, Coarse ToA: 94.17967987060547, Fine ToA: 94.14031982421875
Ground Truth ToA: 86.86834716796875, Coarse ToA: 84.8570556640625, Fine ToA: 84.96015167236328
Ground Truth ToA: 107.46247100830078, Coarse ToA: 108.30062103271484, Fine ToA: 108.29236602783203
Ground Truth ToA: 127.9505615234375, Coarse ToA: 128.2836151123047, Fine ToA: 128.80484008789062
Ground Truth ToA: 131.72962951660156, Coarse ToA: 129.85614013671875, Fine ToA: 131.07347106933594
Ground Truth ToA: 100.11865997314453, Coarse ToA: 101.32484436035156, Fine ToA: 92.26976776123047
Ground Truth ToA: 121.9002914428711, Coarse ToA: 121.41897583007812, Fine ToA: 120.91742706298828
Ground Truth ToA: 86.47900390625, Coarse ToA: 86.95508575439453, Fine ToA: 132.51622009277344
Ground Truth ToA: 59.12466049194336, Coarse ToA: 59.126800537109375, Fine ToA: 58.37656021118164
Ground Truth ToA: 134.32872009277344, Coarse ToA: 135.01426696777344, Fine ToA: 135.2872772216797
Ground Truth ToA: 148.08294677734375, Coarse ToA: 147.9995574951172, Fine ToA: 147.5907745361328
Ground Truth ToA: 149.7498321533203, Coarse ToA: 147.2793426513672, Fine ToA: 147.7300262451172
Ground Truth ToA: 90.53455352783203, Coarse ToA: 87.21795654296875, Fine ToA: 87.01892852783203
Ground Truth ToA: 109.14352416992188, Coarse ToA: 108.78466796875, Fine ToA: 107.94041442871094
Ground Truth ToA: 128.1540985107422, Coarse ToA: 127.43913269042969, Fine ToA: 126.77494049072266
Ground Truth ToA: 127.45921325683594, Coarse ToA: 127.25370025634766, Fine ToA: 127.70928192138672
Ground Truth ToA: 133.53321838378906, Coarse ToA: 130.9864044189453, Fine ToA: 131.54945373535156
Ground Truth ToA: 55.68559646606445, Coarse ToA: 54.51756286621094, Fine ToA: 54.248374938964844
Ground Truth ToA: 74.33299255371094, Coarse ToA: 73.5350570678711, Fine ToA: 99.3626937866211
Ground Truth ToA: 124.31776428222656, Coarse ToA: 124.69049835205078, Fine ToA: 125.0193862915039
Ground Truth ToA: 63.47406768798828, Coarse ToA: 66.16828155517578, Fine ToA: 64.50186920166016
Ground Truth ToA: 85.12161254882812, Coarse ToA: 83.9338607788086, Fine ToA: 84.85459899902344
Ground Truth ToA: 148.62722778320312, Coarse ToA: 147.23159790039062, Fine ToA: 147.99099731445312
Ground Truth ToA: 117.79854583740234, Coarse ToA: 115.87860107421875, Fine ToA: 115.46517944335938
Ground Truth ToA: 136.67092895507812, Coarse ToA: 139.58702087402344, Fine ToA: 139.575439453125
Ground Truth ToA: 76.64807891845703, Coarse ToA: 75.00541687011719, Fine ToA: 75.43685913085938
Ground Truth ToA: 84.1583023071289, Coarse ToA: 83.28316497802734, Fine ToA: 82.95211029052734
Ground Truth ToA: 127.65450286865234, Coarse ToA: 130.6970672607422, Fine ToA: 130.87890625
Ground Truth ToA: 78.73419952392578, Coarse ToA: 78.21526336669922, Fine ToA: 78.25308227539062
Ground Truth ToA: 141.7654266357422, Coarse ToA: 142.07154846191406, Fine ToA: 142.248291015625
Ground Truth ToA: 142.4552001953125, Coarse ToA: 145.0891571044922, Fine ToA: 145.0570068359375
Ground Truth ToA: 70.21221923828125, Coarse ToA: 70.78490447998047, Fine ToA: 71.0584945678711
Ground Truth ToA: 89.66216278076172, Coarse ToA: 90.24259948730469, Fine ToA: 89.72981262207031
Ground Truth ToA: 89.32937622070312, Coarse ToA: 88.57414245605469, Fine ToA: 88.9796142578125
Ground Truth ToA: 95.37538146972656, Coarse ToA: 93.64118194580078, Fine ToA: 93.62393188476562
Ground Truth ToA: 68.5699234008789, Coarse ToA: 66.7113037109375, Fine ToA: 66.63185119628906
Ground Truth ToA: 88.35645294189453, Coarse ToA: 87.58741760253906, Fine ToA: 88.15062713623047
Ground Truth ToA: 73.13008880615234, Coarse ToA: 73.2614517211914, Fine ToA: 73.86534881591797
Ground Truth ToA: 107.87445068359375, Coarse ToA: 108.5223159790039, Fine ToA: 109.40794372558594
Ground Truth ToA: 65.1379165649414, Coarse ToA: 65.47693634033203, Fine ToA: 65.68545532226562
Ground Truth ToA: 76.66592407226562, Coarse ToA: 74.55809783935547, Fine ToA: 74.63066101074219
Ground Truth ToA: 138.47402954101562, Coarse ToA: 141.135009765625, Fine ToA: 141.58935546875
Ground Truth ToA: 142.405517578125, Coarse ToA: 138.90567016601562, Fine ToA: 139.31887817382812
Ground Truth ToA: 145.17080688476562, Coarse ToA: 143.78164672851562, Fine ToA: 143.78778076171875
Ground Truth ToA: 83.93180084228516, Coarse ToA: 82.29625701904297, Fine ToA: 82.0422592163086
Ground Truth ToA: 105.44268035888672, Coarse ToA: 111.87926483154297, Fine ToA: 112.57725524902344
Ground Truth ToA: 100.01569366455078, Coarse ToA: 100.65534210205078, Fine ToA: 99.50078582763672
Ground Truth ToA: 134.61744689941406, Coarse ToA: 132.89031982421875, Fine ToA: 133.44456481933594
Ground Truth ToA: 143.09120178222656, Coarse ToA: 147.94775390625, Fine ToA: 148.59844970703125
Ground Truth ToA: 98.10061645507812, Coarse ToA: 98.75835418701172, Fine ToA: 99.99223327636719
Ground Truth ToA: 141.00991821289062, Coarse ToA: 140.7559051513672, Fine ToA: 140.9674835205078
Ground Truth ToA: 144.9860076904297, Coarse ToA: 143.43910217285156, Fine ToA: 142.84701538085938
Ground Truth ToA: 84.21810150146484, Coarse ToA: 85.18962860107422, Fine ToA: 85.18043518066406
Ground Truth ToA: 111.9885482788086, Coarse ToA: 111.6550064086914, Fine ToA: 111.4005126953125
Ground Truth ToA: 148.34129333496094, Coarse ToA: 145.68417358398438, Fine ToA: 145.91403198242188
Ground Truth ToA: 141.47947692871094, Coarse ToA: 142.3113250732422, Fine ToA: 142.4032440185547
Ground Truth ToA: 63.68004608154297, Coarse ToA: 66.0506820678711, Fine ToA: 66.03651428222656
Ground Truth ToA: 115.00604248046875, Coarse ToA: 113.25945281982422, Fine ToA: 113.50020599365234
Ground Truth ToA: 112.21013641357422, Coarse ToA: 112.61419677734375, Fine ToA: 111.16313934326172
Ground Truth ToA: 84.8326416015625, Coarse ToA: 82.11119079589844, Fine ToA: 82.00513458251953
Ground Truth ToA: 85.81719970703125, Coarse ToA: 84.41323852539062, Fine ToA: 84.75870513916016
Ground Truth ToA: 143.0884552001953, Coarse ToA: 145.54501342773438, Fine ToA: 145.93946838378906
Ground Truth ToA: 106.64746856689453, Coarse ToA: 111.04569244384766, Fine ToA: 148.90750122070312
Ground Truth ToA: 61.32191848754883, Coarse ToA: 59.72688293457031, Fine ToA: 59.894981384277344
Ground Truth ToA: 141.6996612548828, Coarse ToA: 139.2176971435547, Fine ToA: 139.78103637695312
Ground Truth ToA: 51.94839859008789, Coarse ToA: 51.950035095214844, Fine ToA: 52.17413330078125
Ground Truth ToA: 81.56304931640625, Coarse ToA: 80.16290283203125, Fine ToA: 80.43980407714844
Ground Truth ToA: 68.67617797851562, Coarse ToA: 68.31119537353516, Fine ToA: 68.55785369873047
Ground Truth ToA: 52.552635192871094, Coarse ToA: 52.366493225097656, Fine ToA: 51.741600036621094
Ground Truth ToA: 130.375732421875, Coarse ToA: 131.18634033203125, Fine ToA: 131.42454528808594
Ground Truth ToA: 98.76722717285156, Coarse ToA: 100.5144271850586, Fine ToA: 100.85875701904297
Ground Truth ToA: 86.18936157226562, Coarse ToA: 89.1441650390625, Fine ToA: 89.0442886352539
Ground Truth ToA: 105.15975952148438, Coarse ToA: 103.00050354003906, Fine ToA: 103.81715393066406
Ground Truth ToA: 111.48546600341797, Coarse ToA: 107.74871063232422, Fine ToA: 107.99205780029297
Ground Truth ToA: 97.92378997802734, Coarse ToA: 97.5767593383789, Fine ToA: 96.87971496582031
Ground Truth ToA: 124.52320098876953, Coarse ToA: 124.3717269897461, Fine ToA: 123.73770904541016
Ground Truth ToA: 57.91171646118164, Coarse ToA: 55.449066162109375, Fine ToA: 55.9759521484375
Ground Truth ToA: 141.46478271484375, Coarse ToA: 140.70191955566406, Fine ToA: 141.65281677246094
Ground Truth ToA: 65.86392211914062, Coarse ToA: 63.430641174316406, Fine ToA: 63.73085021972656
Ground Truth ToA: 59.98428726196289, Coarse ToA: 62.45280075073242, Fine ToA: 62.866241455078125
Ground Truth ToA: 66.52723693847656, Coarse ToA: 66.14189147949219, Fine ToA: 66.49607849121094
Ground Truth ToA: 116.10749053955078, Coarse ToA: 118.38687896728516, Fine ToA: 117.69634246826172
Ground Truth ToA: 114.38365173339844, Coarse ToA: 116.48138427734375, Fine ToA: 113.42967987060547
Ground Truth ToA: 145.01980590820312, Coarse ToA: 144.06956481933594, Fine ToA: 142.69544982910156
Ground Truth ToA: 50.45701599121094, Coarse ToA: 50.32130813598633, Fine ToA: 50.86835479736328
Ground Truth ToA: 96.77368927001953, Coarse ToA: 94.08780670166016, Fine ToA: 94.17121887207031
Ground Truth ToA: 119.31266784667969, Coarse ToA: 117.00879669189453, Fine ToA: 117.82129669189453
Ground Truth ToA: 115.83969116210938, Coarse ToA: 114.58407592773438, Fine ToA: 116.1153335571289
Ground Truth ToA: 102.69593048095703, Coarse ToA: 101.3907241821289, Fine ToA: 100.67913818359375
Ground Truth ToA: 146.54139709472656, Coarse ToA: 143.2977752685547, Fine ToA: 143.65017700195312
Ground Truth ToA: 94.06597137451172, Coarse ToA: 94.17036437988281, Fine ToA: 94.52156829833984
Ground Truth ToA: 113.08106231689453, Coarse ToA: 114.14849090576172, Fine ToA: 114.39193725585938
Ground Truth ToA: 119.38530731201172, Coarse ToA: 119.74933624267578, Fine ToA: 119.66338348388672
Ground Truth ToA: 132.02394104003906, Coarse ToA: 130.48904418945312, Fine ToA: 130.4622344970703
Ground Truth ToA: 113.7848129272461, Coarse ToA: 112.36585998535156, Fine ToA: 112.42374420166016
Ground Truth ToA: 138.0835418701172, Coarse ToA: 135.80014038085938, Fine ToA: 135.78555297851562
Ground Truth ToA: 72.55115509033203, Coarse ToA: 71.82707214355469, Fine ToA: 72.90339660644531
Ground Truth ToA: 74.66360473632812, Coarse ToA: 76.46192932128906, Fine ToA: 76.64996337890625
Ground Truth ToA: 91.72175598144531, Coarse ToA: 90.94522094726562, Fine ToA: 91.6149673461914
Ground Truth ToA: 83.41509246826172, Coarse ToA: 80.75474548339844, Fine ToA: 80.97949981689453
Ground Truth ToA: 91.89529418945312, Coarse ToA: 89.35169219970703, Fine ToA: 90.60499572753906
Ground Truth ToA: 119.12165832519531, Coarse ToA: 116.65717315673828, Fine ToA: 117.70361328125
Ground Truth ToA: 136.67999267578125, Coarse ToA: 136.49465942382812, Fine ToA: 136.017822265625
Ground Truth ToA: 101.37409210205078, Coarse ToA: 100.9249267578125, Fine ToA: 100.90835571289062
Ground Truth ToA: 82.22747802734375, Coarse ToA: 81.12764739990234, Fine ToA: 81.20965576171875
Ground Truth ToA: 75.82990264892578, Coarse ToA: 74.89961242675781, Fine ToA: 75.57698059082031
Ground Truth ToA: 110.45152282714844, Coarse ToA: 114.4100341796875, Fine ToA: 111.64783477783203
Ground Truth ToA: 89.23554992675781, Coarse ToA: 94.09784698486328, Fine ToA: 94.2120590209961
Ground Truth ToA: 124.866455078125, Coarse ToA: 124.12211608886719, Fine ToA: 124.4206771850586
Ground Truth ToA: 85.78913116455078, Coarse ToA: 84.84713745117188, Fine ToA: 104.2560806274414
Ground Truth ToA: 126.76321411132812, Coarse ToA: 124.25230407714844, Fine ToA: 124.90521240234375
Ground Truth ToA: 134.0598602294922, Coarse ToA: 133.34854125976562, Fine ToA: 131.1244354248047
Ground Truth ToA: 102.13204956054688, Coarse ToA: 102.65379333496094, Fine ToA: 102.378173828125
Ground Truth ToA: 135.7950439453125, Coarse ToA: 134.97218322753906, Fine ToA: 135.0654754638672
Ground Truth ToA: 79.87958526611328, Coarse ToA: 80.0724105834961, Fine ToA: 79.58659362792969
Ground Truth ToA: 99.92473602294922, Coarse ToA: 100.4793930053711, Fine ToA: 100.23307037353516
Ground Truth ToA: 79.67399597167969, Coarse ToA: 78.75810241699219, Fine ToA: 79.0103988647461
Ground Truth ToA: 71.15794372558594, Coarse ToA: 70.76506805419922, Fine ToA: 71.1552963256836
Ground Truth ToA: 60.48836135864258, Coarse ToA: 62.921653747558594, Fine ToA: 59.14604568481445
Ground Truth ToA: 145.49815368652344, Coarse ToA: 144.63613891601562, Fine ToA: 145.028564453125
Ground Truth ToA: 149.0026397705078, Coarse ToA: 148.23062133789062, Fine ToA: 149.3199920654297
Ground Truth ToA: 120.75214385986328, Coarse ToA: 119.04637145996094, Fine ToA: 119.64009094238281
Ground Truth ToA: 88.68333435058594, Coarse ToA: 92.35921478271484, Fine ToA: 92.25311279296875
Ground Truth ToA: 79.81639862060547, Coarse ToA: 78.38717651367188, Fine ToA: 80.68976593017578
Ground Truth ToA: 87.74382019042969, Coarse ToA: 90.98174285888672, Fine ToA: 91.43338012695312
Ground Truth ToA: 125.95653533935547, Coarse ToA: 122.94080352783203, Fine ToA: 124.26537322998047
Ground Truth ToA: 81.68104553222656, Coarse ToA: 80.5726547241211, Fine ToA: 80.83416748046875
Ground Truth ToA: 115.13984680175781, Coarse ToA: 114.26715087890625, Fine ToA: 114.06487274169922
Ground Truth ToA: 95.88919067382812, Coarse ToA: 94.75601196289062, Fine ToA: 94.83644104003906
Ground Truth ToA: 146.5838623046875, Coarse ToA: 148.1307830810547, Fine ToA: 147.1633758544922
Ground Truth ToA: 107.23765563964844, Coarse ToA: 104.01543426513672, Fine ToA: 103.91887664794922
Ground Truth ToA: 121.87252807617188, Coarse ToA: 122.11174774169922, Fine ToA: 122.83038330078125
Ground Truth ToA: 97.34307861328125, Coarse ToA: 96.78194427490234, Fine ToA: 98.3774185180664
Ground Truth ToA: 84.7690200805664, Coarse ToA: 82.47863006591797, Fine ToA: 82.08390045166016
Ground Truth ToA: 116.33769226074219, Coarse ToA: 113.94956970214844, Fine ToA: 113.15316772460938
Ground Truth ToA: 85.42644500732422, Coarse ToA: 83.85932922363281, Fine ToA: 83.91447448730469
Ground Truth ToA: 111.76842498779297, Coarse ToA: 111.79360961914062, Fine ToA: 112.09286499023438
Ground Truth ToA: 133.46682739257812, Coarse ToA: 131.38206481933594, Fine ToA: 131.58807373046875
Ground Truth ToA: 125.90907287597656, Coarse ToA: 125.63607025146484, Fine ToA: 125.59919738769531
Ground Truth ToA: 120.7689437866211, Coarse ToA: 120.24327087402344, Fine ToA: 119.97823333740234
Ground Truth ToA: 134.82666015625, Coarse ToA: 133.72988891601562, Fine ToA: 134.19615173339844
Ground Truth ToA: 59.761512756347656, Coarse ToA: 59.74116516113281, Fine ToA: 59.276100158691406
Ground Truth ToA: 90.71504974365234, Coarse ToA: 92.15699005126953, Fine ToA: 92.19127655029297
Ground Truth ToA: 72.60620880126953, Coarse ToA: 71.6344223022461, Fine ToA: 71.50517272949219
Ground Truth ToA: 88.90453338623047, Coarse ToA: 87.21807098388672, Fine ToA: 87.68159484863281
Ground Truth ToA: 57.62644958496094, Coarse ToA: 55.302467346191406, Fine ToA: 55.134464263916016
Ground Truth ToA: 126.91351318359375, Coarse ToA: 124.42389678955078, Fine ToA: 124.91787719726562
Ground Truth ToA: 72.95980834960938, Coarse ToA: 73.9168472290039, Fine ToA: 73.00914764404297
Ground Truth ToA: 80.11178588867188, Coarse ToA: 78.1602554321289, Fine ToA: 78.92548370361328
Ground Truth ToA: 131.8656463623047, Coarse ToA: 136.2677001953125, Fine ToA: 133.00909423828125
Ground Truth ToA: 87.80144500732422, Coarse ToA: 88.9634017944336, Fine ToA: 89.22389221191406
Ground Truth ToA: 113.65548706054688, Coarse ToA: 107.17229461669922, Fine ToA: 112.57380676269531
Ground Truth ToA: 136.25469970703125, Coarse ToA: 135.47776794433594, Fine ToA: 135.24774169921875
Ground Truth ToA: 54.07780075073242, Coarse ToA: 54.20262908935547, Fine ToA: 54.026885986328125
Ground Truth ToA: 72.2397232055664, Coarse ToA: 72.49956512451172, Fine ToA: 72.33589172363281
Ground Truth ToA: 146.9943389892578, Coarse ToA: 148.3666229248047, Fine ToA: 148.90158081054688
Ground Truth ToA: 125.50265502929688, Coarse ToA: 126.7197036743164, Fine ToA: 126.00447082519531
Ground Truth ToA: 80.0114974975586, Coarse ToA: 81.21017456054688, Fine ToA: 81.59452056884766
Ground Truth ToA: 138.55882263183594, Coarse ToA: 137.4023895263672, Fine ToA: 137.2090606689453
Ground Truth ToA: 77.1718521118164, Coarse ToA: 75.48902893066406, Fine ToA: 76.03201293945312
Ground Truth ToA: 83.35791778564453, Coarse ToA: 82.39965057373047, Fine ToA: 84.09618377685547
