Ground Truth ToA: 101.06251525878906, Coarse ToA: 96.30097198486328, Fine ToA: 112.64897155761719
Ground Truth ToA: 104.39784240722656, Coarse ToA: 104.27789306640625, Fine ToA: 104.61044311523438
Ground Truth ToA: 118.46150207519531, Coarse ToA: 120.1626205444336, Fine ToA: 119.28045654296875
Ground Truth ToA: 73.77725982666016, Coarse ToA: 74.91887664794922, Fine ToA: 74.59734344482422
Ground Truth ToA: 116.14582061767578, Coarse ToA: 117.86534881591797, Fine ToA: 108.70828247070312
Ground Truth ToA: 132.75975036621094, Coarse ToA: 133.64730834960938, Fine ToA: 132.88658142089844
Ground Truth ToA: 149.93653869628906, Coarse ToA: 150.91009521484375, Fine ToA: 149.8123321533203
Ground Truth ToA: 89.37362670898438, Coarse ToA: 90.77963256835938, Fine ToA: 88.61708068847656
Ground Truth ToA: 88.03289794921875, Coarse ToA: 89.47238159179688, Fine ToA: 62.015262603759766
Ground Truth ToA: 57.92585754394531, Coarse ToA: 55.72323226928711, Fine ToA: 57.36851501464844
Ground Truth ToA: 122.23033905029297, Coarse ToA: 122.55033874511719, Fine ToA: 56.98935317993164
Ground Truth ToA: 86.8025131225586, Coarse ToA: 89.54153442382812, Fine ToA: 86.85528564453125
Ground Truth ToA: 62.836421966552734, Coarse ToA: 62.34598159790039, Fine ToA: 63.41047286987305
Ground Truth ToA: 93.90706634521484, Coarse ToA: 97.3822250366211, Fine ToA: 95.11060333251953
Ground Truth ToA: 123.37995910644531, Coarse ToA: 123.79786682128906, Fine ToA: 123.08924865722656
Ground Truth ToA: 99.61203002929688, Coarse ToA: 97.71765899658203, Fine ToA: 98.80746459960938
Ground Truth ToA: 51.95454788208008, Coarse ToA: 53.98649978637695, Fine ToA: 121.34862518310547
Ground Truth ToA: 70.59162902832031, Coarse ToA: 70.02809143066406, Fine ToA: 70.24762725830078
Ground Truth ToA: 72.34102630615234, Coarse ToA: 72.51565551757812, Fine ToA: 72.15837097167969
Ground Truth ToA: 61.89402389526367, Coarse ToA: 61.41205596923828, Fine ToA: 62.33323287963867
Ground Truth ToA: 96.89134979248047, Coarse ToA: 96.98860931396484, Fine ToA: 97.03923797607422
Ground Truth ToA: 91.45802307128906, Coarse ToA: 90.48532104492188, Fine ToA: 91.20345306396484
Ground Truth ToA: 89.92715454101562, Coarse ToA: 89.0675277709961, Fine ToA: 89.95095825195312
Ground Truth ToA: 67.55793762207031, Coarse ToA: 68.09001922607422, Fine ToA: 67.4621810913086
Ground Truth ToA: 64.0494613647461, Coarse ToA: 63.26089859008789, Fine ToA: 63.330055236816406
Ground Truth ToA: 51.446311950683594, Coarse ToA: 54.002532958984375, Fine ToA: 51.845890045166016
Ground Truth ToA: 130.30902099609375, Coarse ToA: 129.61691284179688, Fine ToA: 113.9572982788086
Ground Truth ToA: 116.61173248291016, Coarse ToA: 117.87895965576172, Fine ToA: 130.17825317382812
Ground Truth ToA: 67.08078002929688, Coarse ToA: 66.21617889404297, Fine ToA: 73.75836944580078
Ground Truth ToA: 74.45990753173828, Coarse ToA: 73.3407974243164, Fine ToA: 74.58649444580078
Ground Truth ToA: 131.2546844482422, Coarse ToA: 130.62307739257812, Fine ToA: 130.70266723632812
Ground Truth ToA: 103.67330169677734, Coarse ToA: 102.52545166015625, Fine ToA: 102.8282470703125
Ground Truth ToA: 131.9842529296875, Coarse ToA: 133.34754943847656, Fine ToA: 132.7888946533203
Ground Truth ToA: 120.77952575683594, Coarse ToA: 123.24891662597656, Fine ToA: 120.66072082519531
Ground Truth ToA: 107.1749038696289, Coarse ToA: 110.50577545166016, Fine ToA: 107.21491241455078
Ground Truth ToA: 90.28337097167969, Coarse ToA: 102.183837890625, Fine ToA: 70.91120910644531
Ground Truth ToA: 67.52076721191406, Coarse ToA: 68.0556640625, Fine ToA: 67.53929901123047
Ground Truth ToA: 123.70977783203125, Coarse ToA: 125.23799896240234, Fine ToA: 124.4171371459961
Ground Truth ToA: 85.45260620117188, Coarse ToA: 85.88996887207031, Fine ToA: 85.55207061767578
Ground Truth ToA: 90.81402587890625, Coarse ToA: 91.95145416259766, Fine ToA: 90.84785461425781
Ground Truth ToA: 62.69795608520508, Coarse ToA: 64.2398910522461, Fine ToA: 63.13632583618164
Ground Truth ToA: 141.59405517578125, Coarse ToA: 139.08294677734375, Fine ToA: 114.27410888671875
Ground Truth ToA: 55.616451263427734, Coarse ToA: 56.48003005981445, Fine ToA: 55.547855377197266
Ground Truth ToA: 99.76805877685547, Coarse ToA: 98.8927001953125, Fine ToA: 99.8775863647461
Ground Truth ToA: 73.90582275390625, Coarse ToA: 73.99516296386719, Fine ToA: 73.50489044189453
Ground Truth ToA: 69.37020111083984, Coarse ToA: 68.34178161621094, Fine ToA: 124.3990478515625
Ground Truth ToA: 119.74773406982422, Coarse ToA: 117.66673278808594, Fine ToA: 119.0437240600586
Ground Truth ToA: 58.07099914550781, Coarse ToA: 57.79114532470703, Fine ToA: 58.29474639892578
Ground Truth ToA: 107.04295349121094, Coarse ToA: 105.99442291259766, Fine ToA: 106.83891296386719
Ground Truth ToA: 80.27503204345703, Coarse ToA: 80.88048553466797, Fine ToA: 80.23529052734375
Ground Truth ToA: 95.8917007446289, Coarse ToA: 95.5606460571289, Fine ToA: 95.82772064208984
Ground Truth ToA: 102.89923858642578, Coarse ToA: 102.4034194946289, Fine ToA: 102.51625061035156
Ground Truth ToA: 64.9394760131836, Coarse ToA: 66.0230712890625, Fine ToA: 64.71412658691406
Ground Truth ToA: 50.94554138183594, Coarse ToA: 52.21905517578125, Fine ToA: 51.434078216552734
Ground Truth ToA: 130.0283203125, Coarse ToA: 129.98704528808594, Fine ToA: 129.95880126953125
Ground Truth ToA: 62.95774841308594, Coarse ToA: 63.1895751953125, Fine ToA: 62.78750991821289
Ground Truth ToA: 75.40609741210938, Coarse ToA: 74.00114440917969, Fine ToA: 75.36541748046875
Ground Truth ToA: 126.65764617919922, Coarse ToA: 130.21192932128906, Fine ToA: 127.1141128540039
Ground Truth ToA: 77.89302062988281, Coarse ToA: 76.58126068115234, Fine ToA: 77.73011779785156
Ground Truth ToA: 127.91773986816406, Coarse ToA: 127.92377471923828, Fine ToA: 127.23638916015625
Ground Truth ToA: 119.79166412353516, Coarse ToA: 117.06133270263672, Fine ToA: 119.21026611328125
Ground Truth ToA: 92.46188354492188, Coarse ToA: 92.91088104248047, Fine ToA: 71.8757095336914
Ground Truth ToA: 66.43331909179688, Coarse ToA: 69.190673828125, Fine ToA: 66.28081512451172
Ground Truth ToA: 130.10391235351562, Coarse ToA: 128.59178161621094, Fine ToA: 130.28067016601562
Ground Truth ToA: 125.69652557373047, Coarse ToA: 126.17351531982422, Fine ToA: 125.97518157958984
Ground Truth ToA: 70.64348602294922, Coarse ToA: 70.26705169677734, Fine ToA: 70.3783950805664
Ground Truth ToA: 63.03531265258789, Coarse ToA: 62.950584411621094, Fine ToA: 58.167449951171875
Ground Truth ToA: 74.75598907470703, Coarse ToA: 73.06395721435547, Fine ToA: 74.46272277832031
Ground Truth ToA: 87.56917572021484, Coarse ToA: 87.13126373291016, Fine ToA: 87.77906799316406
Ground Truth ToA: 114.35503387451172, Coarse ToA: 113.47489929199219, Fine ToA: 113.75949096679688
Ground Truth ToA: 97.89148712158203, Coarse ToA: 99.44873809814453, Fine ToA: 99.11062622070312
Ground Truth ToA: 113.9898681640625, Coarse ToA: 112.35506439208984, Fine ToA: 113.57156372070312
Ground Truth ToA: 57.64548873901367, Coarse ToA: 56.59778594970703, Fine ToA: 57.25550079345703
Ground Truth ToA: 74.96875, Coarse ToA: 75.21711730957031, Fine ToA: 142.5877685546875
Ground Truth ToA: 119.3099365234375, Coarse ToA: 119.5696029663086, Fine ToA: 118.87540435791016
Ground Truth ToA: 87.18482208251953, Coarse ToA: 87.20060729980469, Fine ToA: 87.33489227294922
Ground Truth ToA: 69.83048248291016, Coarse ToA: 72.9552993774414, Fine ToA: 69.8854751586914
Ground Truth ToA: 87.55418395996094, Coarse ToA: 92.33390808105469, Fine ToA: 88.18455505371094
Ground Truth ToA: 130.54000854492188, Coarse ToA: 130.6875, Fine ToA: 144.74986267089844
Ground Truth ToA: 144.7806396484375, Coarse ToA: 143.97280883789062, Fine ToA: 144.5630340576172
Ground Truth ToA: 135.34805297851562, Coarse ToA: 133.83282470703125, Fine ToA: 134.276123046875
Ground Truth ToA: 52.432281494140625, Coarse ToA: 52.35713577270508, Fine ToA: 52.11837387084961
Ground Truth ToA: 102.82759857177734, Coarse ToA: 103.84465026855469, Fine ToA: 103.1848373413086
Ground Truth ToA: 114.36194610595703, Coarse ToA: 115.02037048339844, Fine ToA: 114.59733581542969
Ground Truth ToA: 57.48337173461914, Coarse ToA: 56.46316909790039, Fine ToA: 57.07148361206055
Ground Truth ToA: 110.85723876953125, Coarse ToA: 110.19890594482422, Fine ToA: 110.37440490722656
Ground Truth ToA: 92.63817596435547, Coarse ToA: 91.37149047851562, Fine ToA: 92.22846984863281
Ground Truth ToA: 107.61275482177734, Coarse ToA: 106.56084442138672, Fine ToA: 107.45145416259766
Ground Truth ToA: 72.32977294921875, Coarse ToA: 72.85897827148438, Fine ToA: 72.58578491210938
Ground Truth ToA: 87.17855834960938, Coarse ToA: 87.94290924072266, Fine ToA: 87.03946685791016
Ground Truth ToA: 55.12363815307617, Coarse ToA: 53.06449508666992, Fine ToA: 54.98671340942383
Ground Truth ToA: 107.42607879638672, Coarse ToA: 107.22066497802734, Fine ToA: 74.44129180908203
Ground Truth ToA: 101.26744079589844, Coarse ToA: 99.61260986328125, Fine ToA: 101.02420043945312
Ground Truth ToA: 146.14306640625, Coarse ToA: 146.38729858398438, Fine ToA: 145.72740173339844
Ground Truth ToA: 136.45635986328125, Coarse ToA: 134.3490447998047, Fine ToA: 135.53651428222656
Ground Truth ToA: 95.4815902709961, Coarse ToA: 94.78205108642578, Fine ToA: 95.66038513183594
Ground Truth ToA: 102.12952423095703, Coarse ToA: 102.78497314453125, Fine ToA: 134.15533447265625
Ground Truth ToA: 125.91877746582031, Coarse ToA: 124.5727767944336, Fine ToA: 125.96138000488281
Ground Truth ToA: 102.96920013427734, Coarse ToA: 102.70704650878906, Fine ToA: 103.6624755859375
Ground Truth ToA: 93.09770965576172, Coarse ToA: 93.20854187011719, Fine ToA: 92.82807922363281
Ground Truth ToA: 121.82438659667969, Coarse ToA: 120.81440734863281, Fine ToA: 121.10224914550781
Ground Truth ToA: 53.57013702392578, Coarse ToA: 51.735225677490234, Fine ToA: 92.061279296875
Ground Truth ToA: 112.85812377929688, Coarse ToA: 114.16825103759766, Fine ToA: 112.6311264038086
Ground Truth ToA: 127.15312957763672, Coarse ToA: 127.0114517211914, Fine ToA: 127.03545379638672
Ground Truth ToA: 69.97209167480469, Coarse ToA: 69.01119995117188, Fine ToA: 70.16502380371094
Ground Truth ToA: 120.38819885253906, Coarse ToA: 121.3533935546875, Fine ToA: 81.36650848388672
Ground Truth ToA: 83.40908813476562, Coarse ToA: 81.76509094238281, Fine ToA: 83.3088607788086
Ground Truth ToA: 53.6423454284668, Coarse ToA: 56.65724563598633, Fine ToA: 54.48741912841797
Ground Truth ToA: 120.55560302734375, Coarse ToA: 118.93384552001953, Fine ToA: 120.495849609375
Ground Truth ToA: 127.94074249267578, Coarse ToA: 127.33997344970703, Fine ToA: 127.0146713256836
Ground Truth ToA: 97.12872314453125, Coarse ToA: 97.13916778564453, Fine ToA: 98.54857635498047
Ground Truth ToA: 117.41148376464844, Coarse ToA: 116.24919891357422, Fine ToA: 90.94265747070312
Ground Truth ToA: 134.6024169921875, Coarse ToA: 133.5452117919922, Fine ToA: 134.46499633789062
Ground Truth ToA: 73.39019012451172, Coarse ToA: 72.32524871826172, Fine ToA: 72.96247863769531
Ground Truth ToA: 136.77455139160156, Coarse ToA: 136.2361602783203, Fine ToA: 136.27732849121094
Ground Truth ToA: 77.97630310058594, Coarse ToA: 76.7369155883789, Fine ToA: 78.06655883789062
Ground Truth ToA: 74.78035736083984, Coarse ToA: 73.34591674804688, Fine ToA: 75.27932739257812
Ground Truth ToA: 147.66322326660156, Coarse ToA: 147.8355255126953, Fine ToA: 147.99880981445312
Ground Truth ToA: 83.30982971191406, Coarse ToA: 83.13700103759766, Fine ToA: 82.94412994384766
Ground Truth ToA: 140.28131103515625, Coarse ToA: 139.34205627441406, Fine ToA: 139.80857849121094
Ground Truth ToA: 122.81050872802734, Coarse ToA: 122.35306549072266, Fine ToA: 122.10575866699219
Ground Truth ToA: 57.98994827270508, Coarse ToA: 56.47654724121094, Fine ToA: 64.42115020751953
Ground Truth ToA: 114.70161437988281, Coarse ToA: 114.32664489746094, Fine ToA: 115.22301483154297
Ground Truth ToA: 146.0398406982422, Coarse ToA: 146.64328002929688, Fine ToA: 145.8846893310547
Ground Truth ToA: 119.25714874267578, Coarse ToA: 121.8382339477539, Fine ToA: 121.05473327636719
Ground Truth ToA: 89.97657012939453, Coarse ToA: 89.04290771484375, Fine ToA: 121.85652923583984
Ground Truth ToA: 77.27032470703125, Coarse ToA: 76.59545135498047, Fine ToA: 77.14302825927734
Ground Truth ToA: 118.84873962402344, Coarse ToA: 116.9571533203125, Fine ToA: 118.71263122558594
Ground Truth ToA: 56.28348922729492, Coarse ToA: 56.27029800415039, Fine ToA: 56.968284606933594
Ground Truth ToA: 66.09334564208984, Coarse ToA: 66.19863891601562, Fine ToA: 66.08154296875
Ground Truth ToA: 130.37509155273438, Coarse ToA: 131.23648071289062, Fine ToA: 130.7679901123047
Ground Truth ToA: 130.08912658691406, Coarse ToA: 130.6283416748047, Fine ToA: 130.0495147705078
Ground Truth ToA: 90.06092071533203, Coarse ToA: 89.65473937988281, Fine ToA: 118.6969223022461
Ground Truth ToA: 100.3775405883789, Coarse ToA: 98.47917938232422, Fine ToA: 99.65392303466797
Ground Truth ToA: 90.92831420898438, Coarse ToA: 90.91742706298828, Fine ToA: 90.68122863769531
Ground Truth ToA: 147.84974670410156, Coarse ToA: 149.51644897460938, Fine ToA: 147.41331481933594
Ground Truth ToA: 80.52315521240234, Coarse ToA: 83.14322662353516, Fine ToA: 81.36367797851562
Ground Truth ToA: 126.57814025878906, Coarse ToA: 126.33018493652344, Fine ToA: 126.32140350341797
Ground Truth ToA: 117.63771057128906, Coarse ToA: 115.29328918457031, Fine ToA: 117.32178497314453
Ground Truth ToA: 50.095462799072266, Coarse ToA: 50.839576721191406, Fine ToA: 50.063270568847656
Ground Truth ToA: 60.72807312011719, Coarse ToA: 65.5035629272461, Fine ToA: 60.969757080078125
Ground Truth ToA: 140.2547149658203, Coarse ToA: 139.57086181640625, Fine ToA: 140.0258331298828
Ground Truth ToA: 52.33760070800781, Coarse ToA: 51.93388366699219, Fine ToA: 52.23508834838867
Ground Truth ToA: 135.88597106933594, Coarse ToA: 141.20297241210938, Fine ToA: 141.32174682617188
Ground Truth ToA: 125.31366729736328, Coarse ToA: 124.53131866455078, Fine ToA: 125.08415985107422
Ground Truth ToA: 96.7483139038086, Coarse ToA: 96.8572006225586, Fine ToA: 97.24711608886719
Ground Truth ToA: 57.52048873901367, Coarse ToA: 56.566043853759766, Fine ToA: 57.1483268737793
Ground Truth ToA: 138.03799438476562, Coarse ToA: 136.2886505126953, Fine ToA: 138.0981903076172
Ground Truth ToA: 129.40994262695312, Coarse ToA: 129.85104370117188, Fine ToA: 129.66664123535156
Ground Truth ToA: 115.87694549560547, Coarse ToA: 114.11567687988281, Fine ToA: 115.95960998535156
Ground Truth ToA: 56.68285369873047, Coarse ToA: 57.3655891418457, Fine ToA: 56.068199157714844
Ground Truth ToA: 84.84156036376953, Coarse ToA: 84.74679565429688, Fine ToA: 85.4011459350586
Ground Truth ToA: 85.14852142333984, Coarse ToA: 87.4891357421875, Fine ToA: 85.83850860595703
Ground Truth ToA: 149.25672912597656, Coarse ToA: 148.6953582763672, Fine ToA: 149.09164428710938
Ground Truth ToA: 89.87872314453125, Coarse ToA: 88.00830841064453, Fine ToA: 89.74714660644531
Ground Truth ToA: 100.1431884765625, Coarse ToA: 99.22080993652344, Fine ToA: 100.14767456054688
Ground Truth ToA: 140.11216735839844, Coarse ToA: 141.4834747314453, Fine ToA: 139.60336303710938
Ground Truth ToA: 80.4400634765625, Coarse ToA: 80.26354217529297, Fine ToA: 80.54546356201172
Ground Truth ToA: 147.25460815429688, Coarse ToA: 147.4777374267578, Fine ToA: 147.10882568359375
Ground Truth ToA: 59.65228271484375, Coarse ToA: 59.465606689453125, Fine ToA: 60.10053634643555
Ground Truth ToA: 82.47576141357422, Coarse ToA: 86.94255828857422, Fine ToA: 82.93030548095703
Ground Truth ToA: 110.94246673583984, Coarse ToA: 110.12208557128906, Fine ToA: 111.38823699951172
Ground Truth ToA: 140.18844604492188, Coarse ToA: 140.93008422851562, Fine ToA: 140.23663330078125
Ground Truth ToA: 70.49044036865234, Coarse ToA: 69.34465789794922, Fine ToA: 70.59902954101562
Ground Truth ToA: 111.34908294677734, Coarse ToA: 111.40068054199219, Fine ToA: 111.404541015625
Ground Truth ToA: 146.54249572753906, Coarse ToA: 145.41934204101562, Fine ToA: 145.7962646484375
Ground Truth ToA: 86.94463348388672, Coarse ToA: 88.73648071289062, Fine ToA: 87.11661529541016
Ground Truth ToA: 79.6183853149414, Coarse ToA: 79.1635513305664, Fine ToA: 78.90083312988281
Ground Truth ToA: 100.04718017578125, Coarse ToA: 99.73407745361328, Fine ToA: 99.99071502685547
Ground Truth ToA: 86.89197540283203, Coarse ToA: 85.99240112304688, Fine ToA: 86.96232604980469
Ground Truth ToA: 76.14984893798828, Coarse ToA: 74.0505599975586, Fine ToA: 75.99943542480469
Ground Truth ToA: 118.28953552246094, Coarse ToA: 118.81827545166016, Fine ToA: 118.26251220703125
Ground Truth ToA: 97.25240325927734, Coarse ToA: 97.33920288085938, Fine ToA: 97.19357299804688
Ground Truth ToA: 53.37196731567383, Coarse ToA: 50.59785842895508, Fine ToA: 53.53237533569336
Ground Truth ToA: 91.06172943115234, Coarse ToA: 91.58868408203125, Fine ToA: 136.4693145751953
Ground Truth ToA: 104.09953308105469, Coarse ToA: 103.11487579345703, Fine ToA: 103.88133239746094
Ground Truth ToA: 57.029296875, Coarse ToA: 55.48714828491211, Fine ToA: 66.43946838378906
Ground Truth ToA: 126.2805404663086, Coarse ToA: 125.7181396484375, Fine ToA: 126.29877471923828
Ground Truth ToA: 81.63468933105469, Coarse ToA: 81.13623046875, Fine ToA: 71.56218719482422
Ground Truth ToA: 65.31755828857422, Coarse ToA: 65.51697540283203, Fine ToA: 65.04984283447266
Ground Truth ToA: 83.77493286132812, Coarse ToA: 83.28504180908203, Fine ToA: 83.612548828125
Ground Truth ToA: 85.9570541381836, Coarse ToA: 85.52521514892578, Fine ToA: 85.77422332763672
Ground Truth ToA: 84.05101013183594, Coarse ToA: 82.38065338134766, Fine ToA: 88.89961242675781
Ground Truth ToA: 59.50907897949219, Coarse ToA: 61.86709213256836, Fine ToA: 60.06376266479492
Ground Truth ToA: 98.10739135742188, Coarse ToA: 100.56209564208984, Fine ToA: 98.70771789550781
Ground Truth ToA: 141.939208984375, Coarse ToA: 142.50328063964844, Fine ToA: 142.0115966796875
Ground Truth ToA: 95.14093017578125, Coarse ToA: 92.93130493164062, Fine ToA: 94.12334442138672
Ground Truth ToA: 136.2112579345703, Coarse ToA: 136.27281188964844, Fine ToA: 135.571533203125
Ground Truth ToA: 136.8677215576172, Coarse ToA: 137.25765991210938, Fine ToA: 136.0072479248047
Ground Truth ToA: 103.85420989990234, Coarse ToA: 102.4632568359375, Fine ToA: 104.34130859375
Ground Truth ToA: 107.41919708251953, Coarse ToA: 109.5405502319336, Fine ToA: 109.2098617553711
Ground Truth ToA: 123.1470718383789, Coarse ToA: 124.73514556884766, Fine ToA: 123.2844009399414
Ground Truth ToA: 113.50969696044922, Coarse ToA: 113.54566955566406, Fine ToA: 77.56401824951172
Ground Truth ToA: 123.88697814941406, Coarse ToA: 123.3753662109375, Fine ToA: 123.33719635009766
Ground Truth ToA: 129.5193634033203, Coarse ToA: 129.32159423828125, Fine ToA: 129.51373291015625
