Ground Truth ToA: 80.60552215576172, Coarse ToA: 85.60662841796875, Fine ToA: 141.463134765625
Ground Truth ToA: 135.3969268798828, Coarse ToA: 135.4037322998047, Fine ToA: 134.93734741210938
Ground Truth ToA: 140.59425354003906, Coarse ToA: 140.98570251464844, Fine ToA: 140.62213134765625
Ground Truth ToA: 121.759521484375, Coarse ToA: 123.86211395263672, Fine ToA: 123.1163558959961
Ground Truth ToA: 90.04462432861328, Coarse ToA: 90.06973266601562, Fine ToA: 90.4422836303711
Ground Truth ToA: 99.50970458984375, Coarse ToA: 99.07271575927734, Fine ToA: 99.17732238769531
Ground Truth ToA: 59.5999870300293, Coarse ToA: 58.17710876464844, Fine ToA: 59.70499038696289
Ground Truth ToA: 91.54606628417969, Coarse ToA: 91.27079772949219, Fine ToA: 92.09718322753906
Ground Truth ToA: 119.19509887695312, Coarse ToA: 119.91472625732422, Fine ToA: 119.19551086425781
Ground Truth ToA: 80.207275390625, Coarse ToA: 80.33818054199219, Fine ToA: 80.14326477050781
Ground Truth ToA: 58.04218292236328, Coarse ToA: 57.31312561035156, Fine ToA: 56.88591384887695
Ground Truth ToA: 137.6730499267578, Coarse ToA: 139.02114868164062, Fine ToA: 138.58236694335938
Ground Truth ToA: 143.70022583007812, Coarse ToA: 144.2614288330078, Fine ToA: 144.4541778564453
Ground Truth ToA: 89.53314208984375, Coarse ToA: 89.85860443115234, Fine ToA: 89.71896362304688
Ground Truth ToA: 103.91197967529297, Coarse ToA: 102.4139404296875, Fine ToA: 103.36566162109375
Ground Truth ToA: 78.07437896728516, Coarse ToA: 78.62581634521484, Fine ToA: 125.36051177978516
Ground Truth ToA: 57.21344757080078, Coarse ToA: 57.693572998046875, Fine ToA: 58.45569610595703
Ground Truth ToA: 147.42010498046875, Coarse ToA: 149.2266845703125, Fine ToA: 54.06835174560547
Ground Truth ToA: 86.24283599853516, Coarse ToA: 88.7882308959961, Fine ToA: 84.92119598388672
Ground Truth ToA: 84.64315795898438, Coarse ToA: 83.00975036621094, Fine ToA: 77.95085906982422
Ground Truth ToA: 110.52629852294922, Coarse ToA: 108.96900177001953, Fine ToA: 110.5465316772461
Ground Truth ToA: 101.19542694091797, Coarse ToA: 99.49806213378906, Fine ToA: 100.43497467041016
Ground Truth ToA: 146.92137145996094, Coarse ToA: 147.4346466064453, Fine ToA: 147.0142822265625
Ground Truth ToA: 123.32787322998047, Coarse ToA: 123.53961944580078, Fine ToA: 123.91912841796875
Ground Truth ToA: 116.79912567138672, Coarse ToA: 118.38761901855469, Fine ToA: 116.69953155517578
Ground Truth ToA: 107.04852294921875, Coarse ToA: 108.72675323486328, Fine ToA: 106.87722778320312
Ground Truth ToA: 137.27706909179688, Coarse ToA: 136.7255859375, Fine ToA: 137.0355682373047
Ground Truth ToA: 140.02761840820312, Coarse ToA: 139.38230895996094, Fine ToA: 140.1963348388672
Ground Truth ToA: 142.27244567871094, Coarse ToA: 141.3583984375, Fine ToA: 142.85650634765625
Ground Truth ToA: 66.98470306396484, Coarse ToA: 65.19066619873047, Fine ToA: 66.57795715332031
Ground Truth ToA: 128.6295166015625, Coarse ToA: 126.85977935791016, Fine ToA: 130.86021423339844
Ground Truth ToA: 105.6058120727539, Coarse ToA: 108.57628631591797, Fine ToA: 105.96701049804688
Ground Truth ToA: 115.6103515625, Coarse ToA: 117.98272705078125, Fine ToA: 135.5496063232422
Ground Truth ToA: 120.760498046875, Coarse ToA: 121.56842041015625, Fine ToA: 121.12264251708984
Ground Truth ToA: 70.62409973144531, Coarse ToA: 70.99633026123047, Fine ToA: 70.95164489746094
Ground Truth ToA: 126.73045349121094, Coarse ToA: 125.5276107788086, Fine ToA: 126.66492462158203
Ground Truth ToA: 142.55201721191406, Coarse ToA: 144.3513946533203, Fine ToA: 142.80430603027344
Ground Truth ToA: 95.54289245605469, Coarse ToA: 94.4497299194336, Fine ToA: 95.7879409790039
Ground Truth ToA: 131.75938415527344, Coarse ToA: 133.1039581298828, Fine ToA: 133.2214813232422
Ground Truth ToA: 50.130401611328125, Coarse ToA: 50.974395751953125, Fine ToA: 49.87474822998047
Ground Truth ToA: 113.67442321777344, Coarse ToA: 113.95360565185547, Fine ToA: 113.34941101074219
Ground Truth ToA: 97.28482055664062, Coarse ToA: 96.36721801757812, Fine ToA: 97.62602996826172
Ground Truth ToA: 117.85322570800781, Coarse ToA: 117.84089660644531, Fine ToA: 118.0949478149414
Ground Truth ToA: 57.05695724487305, Coarse ToA: 57.14305877685547, Fine ToA: 56.31859588623047
Ground Truth ToA: 78.20415496826172, Coarse ToA: 79.49424743652344, Fine ToA: 78.03215026855469
Ground Truth ToA: 76.5949478149414, Coarse ToA: 76.59805297851562, Fine ToA: 77.35070037841797
Ground Truth ToA: 142.76976013183594, Coarse ToA: 143.3134765625, Fine ToA: 142.82933044433594
Ground Truth ToA: 66.73336791992188, Coarse ToA: 71.54895782470703, Fine ToA: 67.69390869140625
Ground Truth ToA: 75.9835433959961, Coarse ToA: 76.79487609863281, Fine ToA: 75.57508087158203
Ground Truth ToA: 132.5292510986328, Coarse ToA: 132.6913604736328, Fine ToA: 131.8380584716797
Ground Truth ToA: 50.159507751464844, Coarse ToA: 56.458065032958984, Fine ToA: 50.51034927368164
Ground Truth ToA: 104.36674499511719, Coarse ToA: 105.47528076171875, Fine ToA: 104.21974182128906
Ground Truth ToA: 145.6864471435547, Coarse ToA: 146.45469665527344, Fine ToA: 145.50331115722656
Ground Truth ToA: 101.08871459960938, Coarse ToA: 99.95552062988281, Fine ToA: 100.9690170288086
Ground Truth ToA: 53.48060989379883, Coarse ToA: 53.84408187866211, Fine ToA: 53.48423767089844
Ground Truth ToA: 75.66368103027344, Coarse ToA: 73.30663299560547, Fine ToA: 75.57662963867188
Ground Truth ToA: 72.80400848388672, Coarse ToA: 71.88327026367188, Fine ToA: 72.09090423583984
Ground Truth ToA: 116.91728210449219, Coarse ToA: 117.2519760131836, Fine ToA: 117.47428131103516
Ground Truth ToA: 93.30574035644531, Coarse ToA: 92.83786010742188, Fine ToA: 92.83948516845703
Ground Truth ToA: 56.338680267333984, Coarse ToA: 59.204410552978516, Fine ToA: 57.012081146240234
Ground Truth ToA: 101.96558380126953, Coarse ToA: 102.15864562988281, Fine ToA: 101.6319580078125
Ground Truth ToA: 118.7591552734375, Coarse ToA: 117.70748901367188, Fine ToA: 118.66572570800781
Ground Truth ToA: 60.54973220825195, Coarse ToA: 60.01515197753906, Fine ToA: 59.804500579833984
Ground Truth ToA: 79.79964447021484, Coarse ToA: 80.9966812133789, Fine ToA: 80.16646575927734
Ground Truth ToA: 94.92509460449219, Coarse ToA: 93.59646606445312, Fine ToA: 94.33879852294922
Ground Truth ToA: 86.86441802978516, Coarse ToA: 86.41413116455078, Fine ToA: 86.68297576904297
Ground Truth ToA: 92.34005737304688, Coarse ToA: 92.79878997802734, Fine ToA: 93.0606460571289
Ground Truth ToA: 144.9558868408203, Coarse ToA: 143.33938598632812, Fine ToA: 144.87791442871094
Ground Truth ToA: 89.35525512695312, Coarse ToA: 89.77465057373047, Fine ToA: 90.13674926757812
Ground Truth ToA: 124.74183654785156, Coarse ToA: 126.68087005615234, Fine ToA: 124.68629455566406
Ground Truth ToA: 71.1465072631836, Coarse ToA: 70.80292510986328, Fine ToA: 70.94731903076172
Ground Truth ToA: 85.86163330078125, Coarse ToA: 84.86117553710938, Fine ToA: 85.70939636230469
Ground Truth ToA: 76.43099975585938, Coarse ToA: 78.19309997558594, Fine ToA: 124.9970932006836
Ground Truth ToA: 86.08186340332031, Coarse ToA: 85.93058013916016, Fine ToA: 86.43115997314453
Ground Truth ToA: 117.12431335449219, Coarse ToA: 115.11603546142578, Fine ToA: 116.58750915527344
Ground Truth ToA: 131.87347412109375, Coarse ToA: 132.6719512939453, Fine ToA: 135.60646057128906
Ground Truth ToA: 120.95911407470703, Coarse ToA: 120.6207504272461, Fine ToA: 121.37407684326172
Ground Truth ToA: 141.05665588378906, Coarse ToA: 139.01963806152344, Fine ToA: 141.23898315429688
Ground Truth ToA: 50.019134521484375, Coarse ToA: 50.45656967163086, Fine ToA: 49.24610900878906
Ground Truth ToA: 83.53645324707031, Coarse ToA: 83.43997192382812, Fine ToA: 83.96867370605469
Ground Truth ToA: 71.186767578125, Coarse ToA: 70.68032836914062, Fine ToA: 71.11600494384766
Ground Truth ToA: 113.32360076904297, Coarse ToA: 112.13162994384766, Fine ToA: 71.93438720703125
Ground Truth ToA: 75.48527526855469, Coarse ToA: 74.81058502197266, Fine ToA: 74.91770935058594
Ground Truth ToA: 74.51411437988281, Coarse ToA: 73.11373138427734, Fine ToA: 74.37594604492188
Ground Truth ToA: 86.4588623046875, Coarse ToA: 84.49344635009766, Fine ToA: 76.45426177978516
Ground Truth ToA: 113.21586608886719, Coarse ToA: 113.98401641845703, Fine ToA: 74.16697692871094
Ground Truth ToA: 146.21600341796875, Coarse ToA: 145.24923706054688, Fine ToA: 145.33245849609375
Ground Truth ToA: 126.39610290527344, Coarse ToA: 126.27368927001953, Fine ToA: 126.57905578613281
Ground Truth ToA: 66.6218490600586, Coarse ToA: 68.5224838256836, Fine ToA: 85.04659271240234
Ground Truth ToA: 131.19247436523438, Coarse ToA: 129.55426025390625, Fine ToA: 110.30110931396484
Ground Truth ToA: 113.9598388671875, Coarse ToA: 112.69386291503906, Fine ToA: 115.05957794189453
Ground Truth ToA: 67.11846923828125, Coarse ToA: 65.44296264648438, Fine ToA: 66.19706726074219
Ground Truth ToA: 51.345436096191406, Coarse ToA: 51.33705520629883, Fine ToA: 51.461944580078125
Ground Truth ToA: 136.34274291992188, Coarse ToA: 136.7363739013672, Fine ToA: 136.08091735839844
Ground Truth ToA: 122.26830291748047, Coarse ToA: 118.95052337646484, Fine ToA: 122.16070556640625
Ground Truth ToA: 68.9531478881836, Coarse ToA: 67.50672912597656, Fine ToA: 68.68339538574219
Ground Truth ToA: 52.090171813964844, Coarse ToA: 52.80573654174805, Fine ToA: 75.5271224975586
Ground Truth ToA: 75.3642807006836, Coarse ToA: 73.6148452758789, Fine ToA: 75.26473999023438
Ground Truth ToA: 70.87136840820312, Coarse ToA: 69.14398193359375, Fine ToA: 70.23416137695312
Ground Truth ToA: 144.606689453125, Coarse ToA: 143.40138244628906, Fine ToA: 144.53982543945312
Ground Truth ToA: 105.09576416015625, Coarse ToA: 103.70472717285156, Fine ToA: 116.44105529785156
Ground Truth ToA: 119.980224609375, Coarse ToA: 117.79695129394531, Fine ToA: 119.52093505859375
Ground Truth ToA: 72.4888687133789, Coarse ToA: 72.9584732055664, Fine ToA: 72.01351928710938
Ground Truth ToA: 52.25091552734375, Coarse ToA: 53.358882904052734, Fine ToA: 52.01567840576172
Ground Truth ToA: 87.79264831542969, Coarse ToA: 86.7505111694336, Fine ToA: 87.72782897949219
Ground Truth ToA: 115.06507110595703, Coarse ToA: 115.70912170410156, Fine ToA: 114.68587493896484
Ground Truth ToA: 92.16612243652344, Coarse ToA: 92.30594635009766, Fine ToA: 92.11727142333984
Ground Truth ToA: 90.61581420898438, Coarse ToA: 92.40137481689453, Fine ToA: 51.074466705322266
Ground Truth ToA: 116.05281829833984, Coarse ToA: 114.2600326538086, Fine ToA: 115.00405883789062
Ground Truth ToA: 145.2942657470703, Coarse ToA: 146.8484344482422, Fine ToA: 144.40721130371094
Ground Truth ToA: 126.09236907958984, Coarse ToA: 126.4870834350586, Fine ToA: 126.49996948242188
Ground Truth ToA: 140.29869079589844, Coarse ToA: 140.59332275390625, Fine ToA: 139.92535400390625
Ground Truth ToA: 63.60672378540039, Coarse ToA: 62.63002395629883, Fine ToA: 63.11432647705078
Ground Truth ToA: 124.52799987792969, Coarse ToA: 124.2519760131836, Fine ToA: 124.23126983642578
Ground Truth ToA: 96.147216796875, Coarse ToA: 96.00139617919922, Fine ToA: 96.50763702392578
Ground Truth ToA: 131.936279296875, Coarse ToA: 130.42161560058594, Fine ToA: 131.6885223388672
Ground Truth ToA: 85.72128295898438, Coarse ToA: 85.15052795410156, Fine ToA: 85.620849609375
Ground Truth ToA: 66.43452453613281, Coarse ToA: 63.773746490478516, Fine ToA: 75.97382354736328
Ground Truth ToA: 59.20375061035156, Coarse ToA: 59.87028503417969, Fine ToA: 59.10449981689453
Ground Truth ToA: 75.7339859008789, Coarse ToA: 75.50623321533203, Fine ToA: 67.90499877929688
Ground Truth ToA: 131.84063720703125, Coarse ToA: 130.997802734375, Fine ToA: 131.8047332763672
Ground Truth ToA: 51.483551025390625, Coarse ToA: 55.5880126953125, Fine ToA: 52.096736907958984
Ground Truth ToA: 133.54237365722656, Coarse ToA: 134.75665283203125, Fine ToA: 133.48831176757812
Ground Truth ToA: 125.76801300048828, Coarse ToA: 126.80326843261719, Fine ToA: 126.0321273803711
Ground Truth ToA: 55.367958068847656, Coarse ToA: 54.57304000854492, Fine ToA: 54.32693099975586
Ground Truth ToA: 141.9453125, Coarse ToA: 141.72874450683594, Fine ToA: 141.947998046875
Ground Truth ToA: 143.4084014892578, Coarse ToA: 141.9529571533203, Fine ToA: 143.0552978515625
Ground Truth ToA: 57.761173248291016, Coarse ToA: 60.77081298828125, Fine ToA: 58.58108139038086
Ground Truth ToA: 119.56986999511719, Coarse ToA: 122.46885681152344, Fine ToA: 139.41358947753906
Ground Truth ToA: 93.14922332763672, Coarse ToA: 92.29165649414062, Fine ToA: 92.97892761230469
Ground Truth ToA: 73.72821044921875, Coarse ToA: 71.7971420288086, Fine ToA: 73.66645812988281
Ground Truth ToA: 115.2049331665039, Coarse ToA: 113.58320617675781, Fine ToA: 114.24529266357422
Ground Truth ToA: 138.56048583984375, Coarse ToA: 136.87257385253906, Fine ToA: 138.1403350830078
Ground Truth ToA: 85.28852081298828, Coarse ToA: 84.49530792236328, Fine ToA: 85.11670684814453
Ground Truth ToA: 127.84024047851562, Coarse ToA: 128.60809326171875, Fine ToA: 143.47183227539062
Ground Truth ToA: 87.02854919433594, Coarse ToA: 86.81468963623047, Fine ToA: 145.8868408203125
Ground Truth ToA: 74.3584976196289, Coarse ToA: 70.59295654296875, Fine ToA: 73.22244262695312
Ground Truth ToA: 102.3354721069336, Coarse ToA: 101.74042510986328, Fine ToA: 102.33658599853516
Ground Truth ToA: 52.002166748046875, Coarse ToA: 53.38137435913086, Fine ToA: 51.46364974975586
Ground Truth ToA: 101.21678161621094, Coarse ToA: 101.52989959716797, Fine ToA: 101.56298065185547
Ground Truth ToA: 71.84710693359375, Coarse ToA: 72.54714965820312, Fine ToA: 71.96931457519531
Ground Truth ToA: 139.01454162597656, Coarse ToA: 138.4006805419922, Fine ToA: 139.55873107910156
Ground Truth ToA: 135.3069305419922, Coarse ToA: 133.8902130126953, Fine ToA: 135.08592224121094
Ground Truth ToA: 138.96580505371094, Coarse ToA: 138.6015625, Fine ToA: 138.74684143066406
Ground Truth ToA: 81.72512817382812, Coarse ToA: 81.13301086425781, Fine ToA: 81.22850036621094
Ground Truth ToA: 138.072265625, Coarse ToA: 137.04360961914062, Fine ToA: 138.436279296875
Ground Truth ToA: 79.48526763916016, Coarse ToA: 79.94095611572266, Fine ToA: 79.30963897705078
Ground Truth ToA: 52.98875427246094, Coarse ToA: 53.62207794189453, Fine ToA: 52.86857223510742
Ground Truth ToA: 118.02693176269531, Coarse ToA: 117.4641342163086, Fine ToA: 144.81101989746094
Ground Truth ToA: 68.15426635742188, Coarse ToA: 67.7509994506836, Fine ToA: 67.40678405761719
Ground Truth ToA: 50.14253616333008, Coarse ToA: 52.226806640625, Fine ToA: 51.05217361450195
Ground Truth ToA: 80.0356674194336, Coarse ToA: 81.23931884765625, Fine ToA: 81.50099182128906
Ground Truth ToA: 127.97370147705078, Coarse ToA: 128.11868286132812, Fine ToA: 128.0151824951172
Ground Truth ToA: 117.81321716308594, Coarse ToA: 116.9394302368164, Fine ToA: 116.54244995117188
Ground Truth ToA: 117.56282806396484, Coarse ToA: 116.62568664550781, Fine ToA: 117.82469177246094
Ground Truth ToA: 113.3100814819336, Coarse ToA: 114.4792251586914, Fine ToA: 124.26533508300781
Ground Truth ToA: 107.73524475097656, Coarse ToA: 107.85421752929688, Fine ToA: 115.85018920898438
Ground Truth ToA: 76.24224090576172, Coarse ToA: 74.5549087524414, Fine ToA: 76.26996612548828
Ground Truth ToA: 134.2717742919922, Coarse ToA: 135.32611083984375, Fine ToA: 134.24623107910156
Ground Truth ToA: 91.83561706542969, Coarse ToA: 92.52738189697266, Fine ToA: 92.55024719238281
Ground Truth ToA: 67.06303405761719, Coarse ToA: 66.5937271118164, Fine ToA: 66.90630340576172
Ground Truth ToA: 118.67729187011719, Coarse ToA: 118.72398376464844, Fine ToA: 118.47472381591797
Ground Truth ToA: 66.30915069580078, Coarse ToA: 66.66425323486328, Fine ToA: 66.3425521850586
Ground Truth ToA: 84.98760223388672, Coarse ToA: 84.81997680664062, Fine ToA: 84.9179916381836
Ground Truth ToA: 109.12117767333984, Coarse ToA: 108.81181335449219, Fine ToA: 109.01535034179688
Ground Truth ToA: 137.36410522460938, Coarse ToA: 138.4808807373047, Fine ToA: 139.12789916992188
Ground Truth ToA: 133.66903686523438, Coarse ToA: 134.5107879638672, Fine ToA: 133.95401000976562
Ground Truth ToA: 77.4970474243164, Coarse ToA: 77.67906188964844, Fine ToA: 77.9027328491211
Ground Truth ToA: 114.99500274658203, Coarse ToA: 113.07984161376953, Fine ToA: 114.74163055419922
Ground Truth ToA: 112.49900817871094, Coarse ToA: 111.67308044433594, Fine ToA: 112.15852355957031
Ground Truth ToA: 69.52018737792969, Coarse ToA: 70.89485168457031, Fine ToA: 68.85407257080078
Ground Truth ToA: 101.68766784667969, Coarse ToA: 101.96680450439453, Fine ToA: 102.22634887695312
Ground Truth ToA: 103.40261840820312, Coarse ToA: 104.4397201538086, Fine ToA: 103.00927734375
Ground Truth ToA: 59.58368682861328, Coarse ToA: 59.308780670166016, Fine ToA: 142.2023468017578
Ground Truth ToA: 139.92538452148438, Coarse ToA: 138.60113525390625, Fine ToA: 96.62122344970703
Ground Truth ToA: 76.40631103515625, Coarse ToA: 75.74456787109375, Fine ToA: 76.3183364868164
Ground Truth ToA: 63.583065032958984, Coarse ToA: 63.152099609375, Fine ToA: 76.89462280273438
Ground Truth ToA: 100.35203552246094, Coarse ToA: 99.33390808105469, Fine ToA: 100.03886413574219
Ground Truth ToA: 100.64726257324219, Coarse ToA: 99.72726440429688, Fine ToA: 100.48831939697266
Ground Truth ToA: 56.73715591430664, Coarse ToA: 56.157901763916016, Fine ToA: 56.57868194580078
Ground Truth ToA: 122.71646118164062, Coarse ToA: 122.98045349121094, Fine ToA: 122.36103820800781
Ground Truth ToA: 111.81523132324219, Coarse ToA: 108.54444122314453, Fine ToA: 110.67816162109375
Ground Truth ToA: 140.87828063964844, Coarse ToA: 141.842041015625, Fine ToA: 142.11415100097656
Ground Truth ToA: 71.24908447265625, Coarse ToA: 72.79771423339844, Fine ToA: 71.90898895263672
Ground Truth ToA: 56.98036193847656, Coarse ToA: 55.489322662353516, Fine ToA: 74.85533142089844
Ground Truth ToA: 98.31710815429688, Coarse ToA: 97.9359130859375, Fine ToA: 97.84242248535156
Ground Truth ToA: 74.98698425292969, Coarse ToA: 76.85951232910156, Fine ToA: 119.81719970703125
Ground Truth ToA: 102.59334564208984, Coarse ToA: 105.07093048095703, Fine ToA: 102.10154724121094
Ground Truth ToA: 140.61927795410156, Coarse ToA: 139.3184356689453, Fine ToA: 140.18685913085938
Ground Truth ToA: 135.84829711914062, Coarse ToA: 134.51036071777344, Fine ToA: 135.4793243408203
Ground Truth ToA: 80.50187683105469, Coarse ToA: 79.8884048461914, Fine ToA: 55.35795974731445
Ground Truth ToA: 141.00433349609375, Coarse ToA: 141.4387969970703, Fine ToA: 134.51063537597656
Ground Truth ToA: 97.8237075805664, Coarse ToA: 98.29513549804688, Fine ToA: 98.1566390991211
Ground Truth ToA: 123.14997863769531, Coarse ToA: 123.82563781738281, Fine ToA: 122.90056610107422
Ground Truth ToA: 114.73583221435547, Coarse ToA: 113.68241882324219, Fine ToA: 113.91197967529297
